,realestate_existing_n,realestate_existing_p,realestate_existing_a,realestate_new_n,realestate_new_p,realestate_new_a,realestate_stock_n,realestate_stock_p,realestate_stock_a,secondary_existing_n,secondary_existing_p,secondary_existing_a,secondary_new_n,secondary_new_p,secondary_new_a,secondary_stock_n,secondary_stock_p,secondary_stock_a,other_sector_existing_n,other_sector_existing_p,other_sector_existing_a,other_sector_new_n,other_sector_new_p,other_sector_new_a,other_sector_stock_n,other_sector_stock_p,other_sector_stock_a,tertiary_existing_n,tertiary_existing_p,tertiary_existing_a,tertiary_new_n,tertiary_new_p,tertiary_new_a,tertiary_stock_n,tertiary_stock_p,tertiary_stock_a,government_existing_n,government_existing_p,government_existing_a,government_new_n,government_new_p,government_new_a,government_stock_n,government_stock_p,government_stock_a,primary_existing_n,primary_existing_p,primary_existing_a,primary_new_n,primary_new_p,primary_new_a,primary_stock_n,primary_stock_p,primary_stock_a
130107,12.0,244978.9242,76.7329,0.0,0.0,0.0,0.0,0.0,0.0,1.0,345.0,0.4266,1.0,706.494,0.9334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.73,0.0,0.0,0.0,2.0,1609.3600000000001,0.7409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130108,8.0,9342.45,4.3946,4.0,0.0,40.821799999999996,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7981.889999999999,15.5071,2.0,2400.0,3.9974999999999996,11.0,0.0,46.26010000000001,10.0,5500.0,157.29919999999998,1.0,1050.0,1.758,5.0,1004.7207999999999,1.1120999999999999,2.0,0.0,12.668299999999999,0.0,0.0,0.0,1.0,37.53,0.0567,2.0,0.0,1.1308,1.0,0.0,5.9148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130109,2.0,207750.0,27.5409,7.0,46786.1878,64.0963,6.0,1770.83,37.783100000000005,3.0,6917.1,5.898699999999999,2.0,2350.0,4.5408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,955.1299,5.3035,3.0,8591.8786,14.516900000000001,8.0,376.3715,152.4634,3.0,0.0,8.556000000000001,4.0,0.0,7.2252,1.0,0.0,3.1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130110,11.0,39381.908200000005,10.7164,9.0,311388.0,116.8126,21.0,569010.0,170.62460000000002,9.0,10468.2636,10.8818,5.0,16970.0,32.3876,2.0,1769.8200000000002,4.8875,1.0,2719.49,0.8804,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15074.716199999999,36.29813999999999,2.0,146.0,0.2362,12.0,4284.2965,27.9636,5.0,0.0,5.8732999999999995,3.0,0.0,6.925699999999999,1.0,0.0,7.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130111,5.0,27533.3189,4.842,12.0,199699.65649999998,72.252802,25.0,524062.33520000003,161.0777,6.0,2231.98,6.2271,6.0,23635.0,40.5666,0.0,0.0,0.0,2.0,917.73,7.5493,3.0,8176.58,13.845659000000001,0.0,0.0,0.0,33.0,23121.76,22.1485,12.0,59140.957800000004,47.413874,4.0,23507.0064,8.282499999999999,7.0,735.37,8.057400000000001,5.0,5960.0,5.946700999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130112,8.0,30353.91,19.31738,16.0,179714.76630000002,123.62237900000001,27.0,694649.5824,144.994952,14.0,28463.35,34.05394100000001,16.0,26162.0,57.72334300000001,2.0,12872.18,24.849773000000003,1.0,0.0,0.2077,7.0,17423.5927,47.209976,1.0,46040.0,90.274186,33.0,34506.991799999996,30.644666,36.0,7910.098900000001,101.68247600000001,1.0,650.0,1.09677,7.0,2152.97,9.047880000000001,4.0,12055.384,11.637781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130113,4.0,244.58999999999997,2.626302,29.0,758764.2383,272.31034200000005,38.0,1132838.8190000001,236.715793,11.0,4450.36,4.640758,8.0,28610.2421,65.799394,1.0,34600.0,7.942722,1.0,2496.74,0.4116,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20262.385700000003,35.379363,8.0,5877.082400000001,22.655267000000002,2.0,22710.0,3.021852,2.0,4708.81,0.658668,11.0,342.149,15.835300000000002,1.0,33800.0,9.511031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130114,3.0,1448.02,1.671143,27.0,353907.3756,104.917158,24.0,735671.608,98.046528,3.0,11817.470000000001,13.718426,12.0,19346.0,38.45345900000001,2.0,1900.0,4.528272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4930.51,17.135737,20.0,27459.8294,73.64241200000001,1.0,14900.0,4.354315,20.0,600.22,17.351322,77.0,8417.792000000001,88.912517,2.0,0.0,3.8599430000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130115,17.0,44287.4485,23.899375999999997,81.0,720351.2657999999,315.45378600000004,34.0,1229158.2601,184.26764999999997,5.0,2398.66,11.120714,45.0,49186.91590000001,101.69647100000002,3.0,7214.9121000000005,20.236245999999998,0.0,0.0,0.0,6.0,9490.0,16.576765,0.0,0.0,0.0,5.0,2982.1696999999995,9.77868,54.0,51474.616299999994,120.43833000000001,2.0,217.0,11.398124000000001,27.0,0.0,26.556958999999996,16.0,2957.5049,40.692065,3.0,869.7415,5.513071999999999,0.0,0.0,0.0,1.0,1677.439,4.0,0.0,0.0,0.0
130116,12.0,26866.2078,15.295448,65.0,1285374.2541999999,384.294452,27.0,986935.0,142.44806699999998,0.0,0.0,0.0,17.0,35492.4857,86.992554,3.0,6918.0,27.910297999999997,0.0,0.0,0.0,1.0,1105.0,3.3334,0.0,0.0,0.0,30.0,28971.1374,44.525884,68.0,34327.9837,126.42736700000002,10.0,3490.0,220.407489,0.0,0.0,0.0,6.0,7842.2376,55.7273,2.0,0.0,10.238581,2.0,9116.277699999999,10.899168999999999,1.0,789.82,2.048758,1.0,3914.2882,19.108354
130202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,35662.633799999996,117.19800000000001,28.0,40727.722100000006,440.38059999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,108424.4258,806.8427000000001,17.0,2508.2129,17.967700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,34759.415,107.5978,24.0,33757.7856,354.58979999999997,1.0,1951.3,20.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,397375.5816,31.284399999999998,9.0,4012.5231000000003,22.5932,0.0,0.0,0.0,1.0,730.9107,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,36842.44270000001,440.20210000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130207,41.0,212208.8063,118.1344,6.0,9154.394199999999,34.6227,2.0,8809.5211,11.2586,11.0,2291.4689,10.766899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,514.7188,52.7602,0.0,0.0,0.0,39.0,14265.224000000004,10.690399999999999,0.0,0.0,0.0,3.0,65.3237,1.3114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.315,0.15,0.0,0.0,0.0,0.0,0.0,0.0
130208,38.0,41477.5841,69.78609999999998,5.0,9897.389,53.6707,2.0,3741.7055,12.4444,29.0,26298.792699999998,117.29520000000001,2.0,5549.597,24.8856,1.0,629.0,3.0373,5.0,2916.1766,13.5377,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30925.7877,167.13150000000002,6.0,1207.0023,17.562,6.0,198.1035,11.034699999999999,1.0,4.134,0.0459,2.0,0.0,9.4448,4.0,0.0,2.521,2.0,8.5698,0.0414,0.0,0.0,0.0,0.0,0.0,0.0
130209,61.0,174925.5348,117.33184000000001,11.0,7889.0383999999995,34.590159,5.0,3510.5472,20.1567,12.0,3486.2338,19.240400000000005,31.0,39883.0482,171.862899,7.0,2380.4,11.490499999999997,6.0,9021.5533,37.5572,4.0,1510.9646,6.113143000000001,0.0,0.0,0.0,25.0,40674.6286,51.6541,9.0,1774.6053,9.3429,12.0,197.6,96.75899999999999,0.0,0.0,0.0,2.0,0.0,5.269299999999999,1.0,0.0,1.0367,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1015.0,3.7801
130210,120.0,774170.5555,336.113986,39.0,398435.2482999999,213.26125400000004,6.0,152221.06,55.297547,30.0,40115.0426,226.09895400000002,45.0,59160.28860000001,241.662903,6.0,3700.1428,16.602400000000003,4.0,2618.4124,12.339,16.0,16508.7707,57.669411,2.0,0.0,4.8035,49.0,150679.73080000002,199.064754,23.0,75419.35059999999,166.207371,7.0,9970.6577,60.1268,14.0,1985.1089,22.418699999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3092.6955,35.6747,1.0,148.5005,1.0,0.0,0.0,0.0
130211,127.0,694864.7115000001,354.851401,20.0,167520.5216,65.964003,5.0,59602.2665,17.137700000000002,33.0,83674.17849999998,477.874428,59.0,60732.8521,296.14158999999995,1.0,406.647,4.5186,0.0,0.0,0.0,9.0,5965.5497,22.724089,0.0,0.0,0.0,90.0,261563.1138,628.113895,34.0,64122.344099999995,103.622214,16.0,605.186,115.8041,7.0,42.154300000000006,3.3794,1.0,136.1633,1.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130212,130.0,188773.86190000002,139.66724,15.0,125859.49479999999,63.940549,9.0,84297.5311,48.973363,35.0,420053.85270000005,2156.718287,51.0,30273.734300000004,126.73755100000001,1.0,857.3013,2.857671,6.0,890.4350000000001,32.871849000000005,19.0,15497.0738,66.479467,0.0,0.0,0.0,92.0,180424.63680000004,401.838996,34.0,109007.3173,126.98787999999999,7.0,8182.3261999999995,83.33211899999999,6.0,1245.6272999999999,5.767281999999999,2.0,0.0,4.861261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130213,281.0,535491.1072000001,243.44714,45.0,199758.24349999998,171.666685,20.0,166124.5773,122.814361,39.0,81566.3529,435.066774,104.0,60548.6918,241.39653099999998,1.0,293.2861,1.7002,2.0,404.5788,2.0255739999999998,17.0,12634.9414,62.808493,1.0,690.0,3.3333,125.0,194668.28980000003,586.1780889999999,113.0,244180.4618,809.5319900000001,10.0,50334.670399999995,21.645239,1.0,0.0,0.23795,2.0,103.752,3.1528,0.0,0.0,0.0,2.0,700.1,4.6667000000000005,0.0,0.0,0.0,0.0,0.0,0.0
130214,164.0,215095.0988,94.11026799999999,31.0,129460.0188,121.05852499999999,9.0,35681.3427,22.930884,29.0,68796.4212,354.8886529999999,55.0,57110.256700000005,251.363872,7.0,6909.173999999999,42.126942,6.0,3454.684,20.380867,5.0,3897.7307,15.306988999999998,2.0,1521.5887,7.659518,96.0,148032.3581,307.365333,58.0,142415.4362,456.042176,6.0,34208.20509999999,52.79845199999999,1.0,1535.4,1.1329,1.0,232.8727,0.800115,2.0,5736.715999999999,22.655853999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130215,131.0,122491.63780000001,71.988092,11.0,21929.4009,39.70725100000001,8.0,30290.553200000002,32.756946,14.0,22270.5902,99.867614,41.0,13846.5827,56.671169,7.0,21063.6816,102.507063,1.0,97.1595,0.2399,10.0,7509.748,24.316345,1.0,353.4725,1.812679,40.0,99473.4947,222.210909,49.0,31422.834,153.71142700000001,14.0,25689.6025,24.970181999999998,1.0,120.006,0.640596,4.0,3511.2088,10.669971,1.0,1611.708,5.172362,1.0,3300.0,20.0,1.0,1148.3,6.9593,0.0,0.0,0.0
130216,184.0,110486.945,106.248525,14.0,59508.0179,37.60309,10.0,26937.9726,26.42859,37.0,18071.3911,256.578903,46.0,38405.7734,130.628412,3.0,643.6283000000001,3.6878529999999996,1.0,736.3857,3.805611,11.0,8953.4942,45.371632,0.0,0.0,0.0,82.0,150022.71370000002,538.1814449999999,42.0,80380.7751,351.709578,9.0,18869.050900000002,434.891772,9.0,310.4068,4.429957,4.0,766.669,6.990721000000001,0.0,0.0,0.0,15.0,22.264300000000002,0.19878700000000002,0.0,0.0,0.0,1.0,108.5457,0.999503
130304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130307,34.0,252200.58699999997,125.228,3.0,9995.4,41.6557,2.0,0.0,8.869,14.0,4079.728699999999,11.232899999999999,27.0,21934.7907,98.35929999999999,7.0,9253.8485,56.344500000000004,3.0,1152.5594999999998,2.0326,6.0,1560.916,8.9846,0.0,0.0,0.0,66.0,28876.3739,48.5063,8.0,5534.7234,18.9236,2.0,117.0197,0.9449000000000001,9.0,1030.7095,9.6003,5.0,5740.0074,14.383,0.0,0.0,0.0,1.0,529.6305,1.9911,1.0,89.7684,0.7041,0.0,0.0,0.0
130308,31.0,251252.42820000002,81.707969,4.0,9403.96,24.933500000000002,5.0,31975.327999999998,58.199200000000005,12.0,27006.805300000004,63.70900000000001,1.0,151.85,0.456,7.0,3093.9929,10.743100000000002,2.0,165.7423,0.44120000000000004,0.0,0.0,0.0,1.0,183.9381,0.6387,165.0,153180.9093,1179.3815,2.0,109.65,3.7977000000000003,9.0,648.697,1.9714,6.0,79.236,2.2311,2.0,211.092,6.6645,0.0,0.0,0.0,1.0,91.55,0.1231,0.0,0.0,0.0,0.0,0.0,0.0
130309,19.0,65439.76270000001,27.045253999999996,8.0,37749.552,43.4975,3.0,20068.1626,14.4417,10.0,2570.3193999999994,10.4591,9.0,12263.0209,40.901819,8.0,11016.5607,38.093748,0.0,0.0,0.0,1.0,1360.55,3.7481,2.0,811.0711,1.5695999999999999,48.0,44742.082500000004,127.274258,5.0,11485.764700000002,50.334292000000005,11.0,5466.7045,11.939714,8.0,621.888,4.8862000000000005,4.0,587.5,4.9924,2.0,1187.7547,3.97032,1.0,23.2963,0.0056,0.0,0.0,0.0,0.0,0.0,0.0
130310,27.0,428055.8501999999,127.134286,20.0,465258.6985,245.23119,13.0,34416.7846,53.556809,7.0,3544.1811,6.652299999999999,20.0,26390.122300000003,167.187018,3.0,684.2819999999999,2.0162,9.0,375.4303,1.4294,3.0,2854.6222,14.1599,0.0,0.0,0.0,30.0,47303.6851,40.197173,6.0,6057.3735,47.245821,8.0,14420.213300000001,10.303885999999999,4.0,188.1552,0.748,1.0,1150.0,3.7602,2.0,491.4381,2.0687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130311,13.0,39276.341499999995,24.517878,22.0,137641.69259999998,120.181155,14.0,173452.97549999997,136.75391800000003,7.0,3905.8833000000004,3.314,10.0,14120.45,46.925749,1.0,108.6196,0.488,9.0,0.0,1.1291,5.0,2851.0583,10.409845,0.0,0.0,0.0,13.0,15671.900000000001,12.593700000000002,8.0,37292.7221,129.301513,9.0,7224.3353,55.00600000000001,3.0,872.4273,2.4891,0.0,0.0,0.0,1.0,0.0,0.262,2.0,1229.4062,0.49039999999999995,0.0,0.0,0.0,0.0,0.0,0.0
130312,20.0,108185.19689999998,42.15593399999999,22.0,207213.22989999998,108.93470699999999,18.0,151460.5542,157.68784999999997,9.0,7581.1887,20.956383,10.0,14370.9968,47.486962000000005,0.0,0.0,0.0,1.0,266.7,0.296296,1.0,580.7912,2.016636,1.0,0.0,1.182039,24.0,41620.1061,22.58972,10.0,14371.7938,12.078432999999999,2.0,55732.9939,181.133025,7.0,1695.3682000000001,37.412203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,418.1216,1.3401,0.0,0.0,0.0
130313,14.0,93687.3708,51.90878999999999,10.0,116119.77999999998,65.404785,7.0,58445.678,30.043570000000003,6.0,1919.8148999999999,1.9300350000000002,17.0,15180.0068,47.45635099999999,4.0,11772.4728,38.616325,0.0,0.0,0.0,5.0,1776.4022,5.120804000000001,0.0,0.0,0.0,11.0,3261.9197,21.193715000000005,39.0,50027.6624,130.205738,9.0,16094.4067,42.7158,10.0,112.35000000000001,0.8953030000000001,29.0,0.0,251.94677699999994,1.0,0.0,4.020405,4.0,5655.0544,18.217242,0.0,0.0,0.0,0.0,0.0,0.0
130314,16.0,70500.848,20.608705999999998,8.0,63266.6034,46.337235,3.0,866.665,13.675448999999999,1.0,434.0218,1.50702,16.0,16056.0231,54.932801,0.0,0.0,0.0,1.0,435.6161,1.512556,3.0,1421.924,6.554372000000001,0.0,0.0,0.0,4.0,5379.9086,14.738102000000001,10.0,13565.682700000001,26.815455000000004,0.0,0.0,0.0,1.0,0.0,1.051918,1.0,0.0,0.431875,2.0,2298.524,3.9020090000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130315,8.0,79537.4209,16.942062,7.0,116522.0446,49.710547,2.0,26099.305900000003,8.763221999999999,1.0,6.6057,0.012406,5.0,4609.3299,16.004618,1.0,5533.02,1.646764,0.0,0.0,0.0,1.0,0.0,0.66874,0.0,0.0,0.0,12.0,28231.831699999995,16.362486,5.0,8443.3851,44.264859,3.0,349.65520000000004,0.164268,1.0,0.0,1.3233,1.0,387.6034,1.345845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130316,11.0,59898.0203,22.710028,26.0,115622.90640000002,78.538769,5.0,27835.12,17.104408,4.0,990.9450999999999,3.728937,6.0,2647.1270999999997,8.962458000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,399.6551,1.4691640000000001,3.0,69.16829999999999,1.215737,13.0,16656.7814,23.014588000000003,59.0,39619.2004,168.92016999999998,2.0,4029.6235,2.381967,0.0,0.0,0.0,5.0,0.0,35.1753,2.0,0.0,3.11995,0.0,0.0,0.0,4.0,245.0,1.081267,0.0,0.0,0.0
130406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,162.47,1.0831,0.0,0.0,0.0,2.0,0.0,3.1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130407,11.0,13297.169499999998,11.5089,3.0,65345.64,25.827199999999998,0.0,0.0,0.0,1.0,0.0,0.4173,15.0,5703.348099999999,24.188499999999998,0.0,0.0,0.0,9.0,0.0,14.9295,6.0,589.86,24.651699999999998,0.0,0.0,0.0,24.0,18744.16,27.3363,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.8182,3.1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130408,37.0,210997.80000000002,73.599,4.0,8912.0,17.377299999999998,2.0,0.0,23.5873,6.0,4138.54,17.512999999999998,7.0,112856.5038,491.22860000000003,0.0,0.0,0.0,30.0,0.0,103.333,4.0,0.0,44.1481,0.0,0.0,0.0,5.0,8528.52,3.0014999999999996,1.0,2800.0,10.0,0.0,0.0,0.0,4.0,519.59,2.0820999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.84,0.1237,0.0,0.0,0.0,0.0,0.0,0.0
130409,72.0,317530.7694,153.9726,4.0,5390.0,5.5105,6.0,50817.7236,25.745199999999997,4.0,854.3870999999999,4.5803,4.0,2374.0,14.2273,3.0,4839.0,16.1233,1.0,215.67,1.4474,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4000.1758,9.062400000000002,2.0,1482.5,1.9527999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1831,0.0,0.0,0.0,2.0,400.76,2.3574,0.0,0.0,0.0,0.0,0.0,0.0
130410,71.0,477084.47500000003,188.4876,40.0,317045.0,193.228272,9.0,14582.976900000001,75.4049,5.0,5625.3442000000005,4.5733,8.0,6923.0,61.5978,4.0,4637.129,33.877700000000004,1.0,4110.16,1.0101,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7639.4024,11.372800000000002,9.0,13038.0,11.808999999999997,9.0,374.9414,33.398199999999996,1.0,437.34,0.29,0.0,0.0,0.0,1.0,0.0,0.6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130411,26.0,224542.7818,55.44503,16.0,410630.125,113.44488000000001,4.0,71608.1985,22.51291,2.0,150.0,1.3489,19.0,21856.0,90.46119100000001,2.0,9144.0133,42.638,0.0,0.0,0.0,3.0,2489.0,9.3494,1.0,86.399,0.3599,6.0,5145.16,24.8182,9.0,33427.1091,40.061699999999995,4.0,4838.560600000001,34.458,1.0,0.0,1.3333,0.0,0.0,0.0,2.0,689.9134,2.0792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130412,33.0,149869.62,55.193594999999995,24.0,232359.7505,66.03871000000001,3.0,80630.0,17.28435,0.0,0.0,0.0,30.0,41963.0,149.47638499999996,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31639.0,94.84387999999998,0.0,0.0,0.0,3.0,13937.970000000001,5.241278,20.0,33550.361699999994,64.54156,0.0,0.0,0.0,1.0,0.0,0.50659,5.0,1515.3404,13.456299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130413,33.0,233489.14899999998,73.514721,20.0,236054.262,82.91112500000001,2.0,16963.0,4.22458,10.0,6352.349999999999,27.918038,11.0,21959.801199999998,74.206885,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1532.0,4.55483,0.0,0.0,0.0,21.0,46068.56,30.130785,13.0,22762.4331,41.983740000000004,0.0,0.0,0.0,2.0,4885.09,1.7084,11.0,33015.633,22.534395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130414,8.0,42727.7024,9.946617999999999,14.0,156568.61,57.79697899999999,2.0,78025.0,13.885145,1.0,0.0,0.732965,7.0,8948.0,27.468545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,28063.98,31.361743999999998,5.0,25882.0,14.00434,0.0,0.0,0.0,1.0,0.0,1.16208,17.0,2543.9429,133.690852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130415,9.0,183766.9654,34.8573,9.0,26523.0,14.892813,1.0,50540.0,14.44979,1.0,0.0,1.936535,12.0,16688.0,39.47714,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1435.0,3.7129499999999998,0.0,0.0,0.0,5.0,545.0,6.520081,30.0,45113.2112,203.28803600000003,0.0,0.0,0.0,1.0,0.0,1.0,7.0,966.5443,92.36587999999999,1.0,174.7984,0.252572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130416,19.0,275604.0,64.883671,7.0,144876.0,38.380069999999996,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10175.1643,16.642687000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5896.0,2.237741,7.0,20078.621199999998,39.225425,2.0,0.0,2.8,1.0,54.8066,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,197.56799999999998,1.6463999999999999,0.0,0.0,0.0,0.0,0.0,0.0
130506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130507,22.0,88907.37520000001,81.90390000000002,1.0,0.0,0.8548,0.0,0.0,0.0,12.0,53797.5873,136.2639,1.0,139.7424,2.4098,1.0,517.75,3.7903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10152.130700000002,11.463099999999999,1.0,0.0,6.6986,0.0,0.0,0.0,2.0,340.0,0.486,1.0,0.0,2.3845,0.0,0.0,0.0,1.0,485.63,0.2699,0.0,0.0,0.0,0.0,0.0,0.0
130508,19.0,44225.42,35.453,1.0,0.0,3.0887,0.0,0.0,0.0,8.0,4258.45,19.7168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,39156.952300000004,20.0185,0.0,0.0,0.0,3.0,120.38999999999999,1.2322,1.0,132.01,0.2194,3.0,0.0,6.3541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130509,29.0,58659.357,38.00203200000001,6.0,19577.34,17.862115,1.0,0.0,5.4253,0.0,0.0,0.0,2.0,6028.0,29.358900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5373.363200000001,6.344899999999999,4.0,4400.0,16.0882,0.0,0.0,0.0,1.0,0.0,3.1162,0.0,0.0,0.0,3.0,0.0,2.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130510,29.0,182234.8813,107.7569,6.0,33210.0,22.201093,0.0,0.0,0.0,7.0,9134.66,21.326900000000002,3.0,2970.4700000000003,13.4794,1.0,9050.0,11.1768,4.0,1894.0,19.4103,2.0,3500.0,9.9285,0.0,0.0,0.0,11.0,28201.890000000003,41.992,4.0,9194.0,7.7714,0.0,0.0,0.0,1.0,0.0,1.4352,1.0,0.0,0.812768,0.0,0.0,0.0,1.0,10.77,0.0128,0.0,0.0,0.0,0.0,0.0,0.0
