,cityID,total_n,total_p,total_a,招拍挂_n,招拍挂_p,招拍挂_a,协议出让_n,协议出让_p,协议出让_a,划拨_n,划拨_p,划拨_a,其他_n,其他_p,其他_a,租赁_n,租赁_p,租赁_a,existing_n,existing_p,existing_a,new_n,new_p,new_a,stock_n,stock_p,stock_a
370314,淄博市,418.0,1244284.7845,836.1755390000001,194.0,1047828.0,598.3203570000001,143.0,196185.157,134.56782700000002,81.0,271.6275,103.287355,0.0,0.0,0.0,0.0,0.0,0.0,210.0,459117.45700000005,293.43640500000004,191.0,542389.2975,451.115526,17.0,242778.03,91.623608
370315,淄博市,334.0,607003.1932,811.189844,158.0,562080.12,488.41568400000006,62.0,44246.563300000016,137.56533899999997,114.0,676.5099,185.20882100000003,0.0,0.0,0.0,0.0,0.0,0.0,89.0,112897.19330000001,171.781249,226.0,363788.5857,564.0040180000001,19.0,130317.4142,75.404577
370316,淄博市,288.0,333644.414,626.7913639999999,142.0,317302.0,411.94561500000003,57.0,15894.670000000002,46.164170999999996,89.0,447.744,168.68157799999997,0.0,0.0,0.0,0.0,0.0,0.0,120.0,97654.87999999999,110.94455,156.0,202548.53399999999,452.502144,12.0,33441.0,63.34466999999999
370404,枣庄市,2.0,0.0,9.4714,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.4714,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.4714,0.0,0.0,0.0,0.0,0.0,0.0
370405,枣庄市,12.0,231.5888,17.882299999999997,8.0,0.0,9.38,1.0,231.5888,2.8316,3.0,0.0,5.670700000000001,0.0,0.0,0.0,0.0,0.0,0.0,11.0,231.5888,11.5894,1.0,0.0,6.2929,0.0,0.0,0.0
370406,枣庄市,24.0,4929.4507,83.7863,9.0,0.0,7.8777,15.0,4929.450699999999,75.90859999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1981.3587,60.9927,2.0,2948.092,22.7936,0.0,0.0,0.0
370407,枣庄市,138.0,148288.5971,960.0196999999998,91.0,107357.9418,670.6465999999999,32.0,40874.2527,217.8718,15.0,56.4026,71.50130000000001,0.0,0.0,0.0,0.0,0.0,0.0,99.0,85217.1973,295.8493,34.0,60102.644299999985,612.7168,5.0,2968.7554999999998,51.453599999999994
370408,枣庄市,133.0,131273.9676,431.7406000000001,111.0,123259.3515,360.8487,7.0,4999.9768,26.542400000000004,15.0,3014.6393,44.3495,0.0,0.0,0.0,0.0,0.0,0.0,81.0,67885.38,137.7365,44.0,51352.5876,154.0358,8.0,12036.0,139.9683
370409,枣庄市,150.0,232783.86070000002,540.0767000000001,121.0,210904.90000000002,419.17339999999996,8.0,20114.428699999997,83.3091,21.0,1764.5320000000002,37.5942,0.0,0.0,0.0,0.0,0.0,0.0,68.0,94976.9535,100.7127,58.0,97080.2225,341.51770000000005,24.0,40726.6847,97.8463
370410,枣庄市,238.0,411057.7043,592.5748000000001,185.0,402034.27729999996,505.0139,8.0,3894.9222,11.7775,45.0,5128.504800000001,75.7834,0.0,0.0,0.0,0.0,0.0,0.0,63.0,130693.4534,120.71139999999998,133.0,202040.34000000003,376.6137,42.0,78323.9109,95.2497
370411,枣庄市,230.0,699356.4675,606.6684,159.0,691883.0,447.36850000000004,2.0,1439.1370000000002,5.7974,69.0,6034.3305,153.50249999999997,0.0,0.0,0.0,0.0,0.0,0.0,84.0,229981.2897,174.106,122.0,371554.9888,361.779,24.0,97820.189,70.7834
370412,枣庄市,149.0,532400.4433,396.95027000000005,118.0,527468.9,351.11018999999993,0.0,0.0,0.0,31.0,4931.5433,45.84008,0.0,0.0,0.0,0.0,0.0,0.0,36.0,200074.328,65.19512000000002,100.0,218483.1153,276.4566,13.0,113843.0,55.29855
370413,枣庄市,412.0,967281.8007,954.743874,222.0,947419.3687999999,744.277274,59.0,9011.6888,14.6665,131.0,10850.7431,195.8001,0.0,0.0,0.0,0.0,0.0,0.0,96.0,138372.8866,85.79074,276.0,636184.3901000001,754.85958,40.0,192724.524,114.093554
370414,枣庄市,275.0,629386.1296999999,592.350333,172.0,611612.1,461.582976,18.0,5821.8736,3.2817099999999995,85.0,11952.1561,127.48564699999999,0.0,0.0,0.0,0.0,0.0,0.0,48.0,216312.3334,72.54216,214.0,368590.4209,485.51684,13.0,44483.3754,34.291333
370415,枣庄市,134.0,310883.7017,347.4590400000001,86.0,296333.12,285.4528399999999,23.0,7951.408799999999,11.949900000000001,25.0,6599.1729,50.05629999999999,0.0,0.0,0.0,0.0,0.0,0.0,22.0,111371.2981,52.03668,106.0,171487.40360000002,274.95410000000004,6.0,28025.0,20.46826
370416,枣庄市,169.0,180977.9295,279.252708,78.0,155977.0,155.43120000000005,58.0,16388.9487,61.759708,33.0,8611.9808,62.0618,0.0,0.0,0.0,0.0,0.0,0.0,49.0,70501.028,82.036798,107.0,93615.94529999999,179.7354,13.0,16860.9562,17.480510000000002
370507,东营市,40.0,26708.7099,130.1571,11.0,17190.0,30.370400000000004,24.0,9518.7099,71.8061,5.0,0.0,27.980600000000003,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9767.0476,72.1684,8.0,16366.0,32.9574,3.0,575.6623,25.0313
370508,东营市,73.0,70054.0,381.0242,70.0,70054.0,368.4662,0.0,0.0,0.0,3.0,0.0,12.558,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6255.0,53.72200000000001,54.0,63799.0,327.3022,0.0,0.0,0.0
370509,东营市,154.0,255239.9857,848.9521,123.0,240386.0,714.5469,3.0,12129.4083,27.2175,28.0,2724.5774,107.18770000000002,0.0,0.0,0.0,0.0,0.0,0.0,52.0,41314.6934,180.5346,87.0,183963.943,607.2859000000001,15.0,29961.349299999998,61.13159999999999
370510,东营市,173.0,403641.0764,1241.2746200000001,106.0,373252.1,879.65382,4.0,24261.5783,19.071959999999997,63.0,6127.3981,342.5488400000001,0.0,0.0,0.0,0.0,0.0,0.0,35.0,91638.69140000001,139.1799,88.0,243518.66480000003,747.48162,50.0,68483.7202,354.6131
370511,东营市,255.0,891397.8287,1705.5369919999998,166.0,836123.3883,1371.002838,8.0,39637.225600000005,50.388000000000005,81.0,15637.214799999998,284.146154,0.0,0.0,0.0,0.0,0.0,0.0,76.0,304512.91000000003,316.58059000000003,113.0,291850.0252,923.14019,66.0,295034.8935,465.81621199999995
370512,东营市,260.0,693110.1876000001,1321.194568,189.0,612194.0,1061.9195,13.0,67152.5225,64.76181,58.0,13763.665099999998,194.513258,0.0,0.0,0.0,0.0,0.0,0.0,101.0,428971.76279999997,334.63979,124.0,180019.6899,764.9630699999999,35.0,84118.7349,221.591708
370513,东营市,270.0,709501.5339,1376.738538,184.0,675934.0,1131.0055499999999,7.0,12231.842,10.43224,79.0,21335.6919,235.300748,0.0,0.0,0.0,0.0,0.0,0.0,70.0,381852.342,330.988648,162.0,266987.4244,877.45669,38.0,60661.767499999994,168.2932
370514,东营市,217.0,423666.88399999996,982.334132,125.0,347666.0,654.058471,15.0,55939.873,38.80021,77.0,20061.011000000002,289.475451,0.0,0.0,0.0,0.0,0.0,0.0,71.0,195372.5897,197.46931700000002,115.0,171537.3758,544.8196770000001,31.0,56756.9185,240.04513800000004
370515,东营市,168.0,121780.7175,490.15685399999995,57.0,104172.0,314.12412,2.0,9363.0,6.46349,109.0,8245.7175,169.569244,0.0,0.0,0.0,0.0,0.0,0.0,41.0,53863.096000000005,79.95384,103.0,56923.940200000005,331.8599500000001,24.0,10993.6813,78.343064
370516,东营市,171.0,214156.0299,731.6653490000001,63.0,149206.0,326.9800200000001,11.0,18732.458,32.460809000000005,97.0,46217.571899999995,372.22452000000004,0.0,0.0,0.0,0.0,0.0,0.0,47.0,69035.5172,143.20711900000003,91.0,117441.23110000002,437.31828,33.0,27679.281600000002,151.13995
370605,烟台市,53.0,22781.579499999996,134.6032,2.0,6780.0,10.8904,51.0,16001.579500000003,123.7128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1760.9505000000001,6.8599000000000006,44.0,20975.0596,126.5301,2.0,45.5694,1.2132
370606,烟台市,275.0,144364.6761,914.7022,2.0,1159.24,1.7348999999999999,270.0,143205.4361,896.1562000000001,3.0,0.0,16.8111,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7922.541,8.551,266.0,134999.3336,899.7784,1.0,1442.8015,6.3728
370607,烟台市,159.0,143434.8442,416.0904,19.0,51362.2494,139.41769999999997,122.0,91489.4168,210.18209999999996,18.0,583.178,66.4906,0.0,0.0,0.0,0.0,0.0,0.0,85.0,75205.53939999998,144.69559999999998,68.0,60426.0756,257.3762,6.0,7803.229200000001,14.0186
370608,烟台市,243.0,173617.8467,878.43542,174.0,149808.4201,718.2913199999999,50.0,23309.0047,57.7989,19.0,500.4219,102.3452,0.0,0.0,0.0,0.0,0.0,0.0,105.0,54408.8855,331.47202,125.0,116606.76320000002,542.7048,13.0,2602.1980000000003,4.2585999999999995
370609,烟台市,223.0,337455.38600000006,595.6127999999999,154.0,304109.9489,469.2216,57.0,29560.824599999996,76.489,12.0,3784.6125,49.902199999999986,0.0,0.0,0.0,0.0,0.0,0.0,81.0,68979.0095,143.203,108.0,210029.18899999998,308.31539999999995,34.0,58447.1875,144.09439999999998
370610,烟台市,393.0,1156692.1176,1826.44652,274.0,1074042.3371,1375.9642199999998,54.0,55201.3804,134.51809999999995,65.0,27448.400100000003,315.96420000000006,0.0,0.0,0.0,0.0,0.0,0.0,108.0,266636.67079999996,342.08212000000003,193.0,756583.6695000001,1038.046,92.0,133471.77730000002,446.31840000000005
370611,烟台市,287.0,1018104.7451,1237.7791229999998,209.0,825433.0038999999,785.153313,58.0,183328.94849999997,371.3641,20.0,9342.7927,81.26171000000001,0.0,0.0,0.0,0.0,0.0,0.0,101.0,325250.1737,302.3578,167.0,639577.6439,820.1510230000001,19.0,53276.927500000005,115.27029999999999
370612,烟台市,265.0,740359.2027,1113.101462,159.0,640338.2019,741.4503970000001,62.0,68492.94560000002,155.50800200000003,44.0,31528.055200000003,216.143063,0.0,0.0,0.0,0.0,0.0,0.0,101.0,409344.70399999997,379.281329,151.0,308686.9831,684.324079,13.0,22327.5156,49.496054
370613,烟台市,469.0,1504597.3103,2159.357718,248.0,1408375.9430999998,1332.8031,64.0,60390.2057,110.83375199999999,157.0,35831.1615,715.720866,0.0,0.0,0.0,0.0,0.0,0.0,88.0,416767.3222,337.18908400000004,356.0,911795.9881,1686.370862,25.0,176034.0,135.797772
370614,烟台市,181.0,655834.2834,611.2885219999998,145.0,619254.5,441.95698500000003,24.0,35493.7282,129.232967,12.0,1086.0552,40.09857,0.0,0.0,0.0,0.0,0.0,0.0,54.0,417290.6299,319.40605300000004,122.0,197707.65350000001,274.467539,5.0,40836.0,17.41493
370615,烟台市,200.0,545958.7348,657.416885,144.0,501668.5,505.35868500000004,30.0,37308.5415,106.999701,26.0,6981.693299999999,45.058499,0.0,0.0,0.0,0.0,0.0,0.0,55.0,232467.7206,146.625473,129.0,207913.2642,462.668711,16.0,105577.75,48.122701
370616,烟台市,215.0,595536.9658,728.016519,135.0,545326.7,548.582175,46.0,32789.406800000004,97.643479,34.0,17420.859,81.790865,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26332.8605,55.67035,166.0,391427.29730000003,620.89656,16.0,177776.808,51.449608999999995
370706,潍坊市,1.0,2933.0865,3.8341,1.0,2933.0865,3.8341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2933.0865,3.8341,0.0,0.0,0.0
370707,潍坊市,130.0,255839.41420000003,760.0894999999999,71.0,238622.5816,644.0133999999999,40.0,17216.8326,50.257,19.0,0.0,65.81909999999999,0.0,0.0,0.0,0.0,0.0,0.0,68.0,105626.7345,140.9485,35.0,77277.0969,147.9065,27.0,72935.5828,471.23449999999997
370708,潍坊市,268.0,508399.6888,1249.0543,201.0,495695.48209999996,1097.3567,30.0,12704.206699999999,50.27609999999999,37.0,0.0,101.42150000000001,0.0,0.0,0.0,0.0,0.0,0.0,106.0,225461.40219999995,315.38689999999997,124.0,192490.70150000002,721.7498,38.0,90447.58510000001,211.9176
370709,潍坊市,861.0,2294275.5495999996,6208.9301000000005,601.0,2243968.2416000003,4944.6347000000005,110.0,42885.3585,221.9702,150.0,7421.9495,1042.3252,0.0,0.0,0.0,0.0,0.0,0.0,239.0,739503.2492,1696.8793999999998,294.0,951475.0977,1893.2604999999999,328.0,603297.2027,2618.7902000000004
370710,潍坊市,496.0,1385309.7302,2750.0252,411.0,1356262.8332999998,2531.2974,38.0,27156.896899999992,84.01849999999999,47.0,1890.0,134.70929999999996,0.0,0.0,0.0,0.0,0.0,0.0,145.0,430690.89029999997,858.0528999999999,188.0,650632.5406,991.5956,163.0,303986.2993,900.3766999999999
370711,潍坊市,528.0,1493508.8920999998,3255.2885000000006,449.0,1436017.9886999999,2683.3433,49.0,57490.903399999996,262.2251,30.0,0.0,309.7201,0.0,0.0,0.0,0.0,0.0,0.0,175.0,631438.5146000001,1033.2143,213.0,580913.9384,1014.8858,140.0,281156.43909999996,1207.1884
370712,潍坊市,394.0,1135972.5,2595.9542030000002,315.0,1113828.0027,2270.91683,20.0,21797.3046,82.57427300000002,59.0,347.1927,242.4631,0.0,0.0,0.0,0.0,0.0,0.0,96.0,418315.6315,1108.68093,242.0,527126.9445,910.119573,56.0,190529.924,577.1537
370713,潍坊市,435.0,1313690.3782000002,2550.206772,340.0,1293686.1497,2006.80973,28.0,20004.2285,81.38994199999999,67.0,0.0,462.0071,0.0,0.0,0.0,0.0,0.0,0.0,100.0,435900.26089999994,459.5522220000001,285.0,683365.5345000001,1409.9706,50.0,194424.58280000003,680.68395
370714,潍坊市,315.0,1402068.6124,1846.6852,268.0,1401886.8199,1712.4474,3.0,181.79250000000002,4.518400000000001,44.0,0.0,129.7194,0.0,0.0,0.0,0.0,0.0,0.0,86.0,658621.3362,567.1934,169.0,321352.56930000003,506.63430000000005,60.0,422094.7069,772.8575000000001
370715,潍坊市,214.0,917337.3267000001,1220.760386,167.0,904094.6339,1090.6991090000001,9.0,13242.6928,26.843077,38.0,0.0,103.2182,0.0,0.0,0.0,0.0,0.0,0.0,45.0,254239.89820000003,247.130716,124.0,385733.90550000005,527.87284,45.0,277363.523,445.75683
370716,潍坊市,396.0,2019697.9116000002,2570.9325419999996,334.0,1974448.1171,2336.2054820000003,25.0,44829.007000000005,75.05776,37.0,420.7875,159.66930000000002,0.0,0.0,0.0,0.0,0.0,0.0,167.0,1144750.0568,1181.8654149999998,146.0,534425.2801999999,595.415327,83.0,340522.57460000005,793.6518000000001
370806,济宁市,67.0,1570.9779999999998,155.02779999999996,9.0,980.0,32.793200000000006,52.0,590.978,117.2407,6.0,0.0,4.9939,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1570.978,77.9437,25.0,0.0,77.08409999999999,0.0,0.0,0.0
370807,济宁市,118.0,122371.11309999999,528.0686999999999,31.0,68036.9979,139.4295,61.0,54334.1152,280.2953,26.0,0.0,108.34389999999999,0.0,0.0,0.0,0.0,0.0,0.0,92.0,97706.2475,365.3270999999999,26.0,24664.8656,162.7416,0.0,0.0,0.0
370808,济宁市,92.0,101887.587,316.6982,39.0,71282.29550000001,161.5831,31.0,30605.291500000007,75.34430000000002,22.0,0.0,79.77079999999998,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73830.18849999999,164.3674,16.0,27219.254,122.04050000000001,3.0,838.1445,30.2903
370809,济宁市,73.0,202187.4905,304.2013,45.0,172886.69,230.4357,14.0,27230.241,25.706999999999997,14.0,2070.5595,48.058600000000006,0.0,0.0,0.0,0.0,0.0,0.0,24.0,58069.298,70.3953,37.0,125409.19250000002,200.1147,12.0,18709.0,33.6913
370810,济宁市,228.0,1532201.7802000002,700.9476000000001,125.0,1472395.0,539.9447,58.0,59268.704399999995,101.2044,45.0,538.0758000000001,59.798500000000004,0.0,0.0,0.0,0.0,0.0,0.0,122.0,984056.6485,184.83720000000002,81.0,445036.92590000003,425.7277,25.0,103108.2058,90.3827
370811,济宁市,101.0,633339.9258,626.3627999999999,43.0,496187.2776,264.916,29.0,131707.20960000003,119.69909999999999,29.0,5445.4385999999995,241.74770000000004,0.0,0.0,0.0,0.0,0.0,0.0,41.0,170754.7312,104.9392,48.0,403206.5046,473.8017,12.0,59378.69,47.6219
370812,济宁市,101.0,725133.9702,498.621091,60.0,684567.0,341.1073,23.0,38549.1702,91.110891,18.0,2017.8,66.4029,0.0,0.0,0.0,0.0,0.0,0.0,20.0,148523.2802,77.51119100000001,76.0,521961.69,388.228,5.0,54649.0,32.8819
370813,济宁市,122.0,891959.7834000001,523.8957059999999,78.0,772219.3,378.74899999999997,30.0,119740.4834,100.77320600000002,14.0,0.0,44.3735,0.0,0.0,0.0,0.0,0.0,0.0,34.0,195227.47340000002,110.42420600000001,80.0,537686.6,363.72950000000003,8.0,159045.71,49.742
370814,济宁市,174.0,717340.0127999999,687.098009,129.0,658342.0,561.29984,18.0,51767.9388,50.75524899999999,27.0,7230.074,75.04292,0.0,0.0,0.0,0.0,0.0,0.0,57.0,260960.9488,266.853009,110.0,369032.854,371.2361000000001,7.0,87346.20999999999,49.008900000000004
370815,济宁市,114.0,558443.6699999999,326.287012,90.0,556159.17,312.18972799999995,14.0,716.1,1.2747840000000001,10.0,1568.4,12.8225,0.0,0.0,0.0,0.0,0.0,0.0,39.0,174648.77,54.994541999999996,68.0,238923.9,196.89706999999999,7.0,144871.0,74.3954
370816,济宁市,127.0,498093.9442,388.5737960000001,94.0,451783.0,343.85737,24.0,30516.786200000002,18.491876,9.0,15794.158,26.22455,0.0,0.0,0.0,0.0,0.0,0.0,34.0,136080.12620000003,59.377896,82.0,217773.478,262.77919999999995,11.0,144240.34,66.41669999999999
370904,泰安市,14.0,1482.5258000000001,10.0491,0.0,0.0,0.0,14.0,1482.5258000000001,10.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1482.5258000000001,10.0491,0.0,0.0,0.0,0.0,0.0,0.0
370905,泰安市,73.0,36275.651300000005,94.36309999999999,9.0,26980.2762,46.35509999999999,48.0,9295.375100000001,36.7596,16.0,0.0,11.2484,0.0,0.0,0.0,0.0,0.0,0.0,65.0,11997.547700000001,40.34080000000001,8.0,24278.1036,54.0223,0.0,0.0,0.0
370907,泰安市,89.0,84155.45100000002,1096.3373000000001,18.0,67817.48939999999,63.6372,44.0,16337.961599999999,45.4821,27.0,0.0,987.2180000000001,0.0,0.0,0.0,0.0,0.0,0.0,85.0,66223.85100000001,1036.8231,3.0,17931.6,58.1809,1.0,0.0,1.3333
370908,泰安市,59.0,55043.756100000006,175.42980000000003,28.0,50811.31360000001,119.39760000000001,18.0,4232.4425,12.226500000000001,13.0,0.0,43.8057,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28947.513700000003,68.99839999999999,20.0,21918.1355,92.3637,2.0,4178.1069,14.0677
370909,泰安市,172.0,287532.60459999996,527.6391,87.0,253525.5737,362.1685999999999,54.0,34007.030900000005,61.1415,31.0,0.0,104.32900000000001,0.0,0.0,0.0,0.0,0.0,0.0,107.0,150345.286,202.33119999999997,46.0,107657.8235,195.98320000000004,19.0,29529.495100000004,129.3247
370910,泰安市,240.0,423027.3145,783.8569,141.0,389885.1847,584.5028,59.0,30171.5188,53.44269999999999,40.0,2970.611,145.91140000000001,0.0,0.0,0.0,0.0,0.0,0.0,111.0,208092.33440000002,222.4581,108.0,169457.48879999996,473.1690999999999,21.0,45477.4913,88.22970000000001
370911,泰安市,185.0,449770.0454,568.096464,112.0,428511.9121,401.72040000000004,30.0,8972.9173,18.169364,43.0,12285.216,148.2067,0.0,0.0,0.0,0.0,0.0,0.0,82.0,222208.82710000002,162.97886400000002,79.0,172040.96629999997,293.816,24.0,55520.25199999999,111.30160000000001
370912,泰安市,151.0,416691.8448,681.841012,105.0,404771.57719999994,436.538097,21.0,11920.2676,29.221728,25.0,0.0,216.081187,0.0,0.0,0.0,0.0,0.0,0.0,55.0,129058.0716,114.35385200000002,93.0,273278.6082,508.61565999999993,3.0,14355.165,58.8715
370913,泰安市,216.0,602311.0001000001,914.7446450000001,132.0,585694.6554,576.531843,32.0,16616.3447,54.35575299999999,52.0,0.0,283.857049,0.0,0.0,0.0,0.0,0.0,0.0,79.0,186132.26350000003,198.97038,117.0,175727.02510000003,593.7159800000001,20.0,240451.71150000003,122.05828500000001
370914,泰安市,157.0,495860.0917,628.9794109999998,98.0,484037.99730000005,510.086097,33.0,11822.0944,43.995843,26.0,0.0,74.897471,0.0,0.0,0.0,0.0,0.0,0.0,71.0,148559.90469999996,94.214582,74.0,286769.0155,476.510629,12.0,60531.1715,58.254200000000004
370915,泰安市,116.0,334963.2963,520.921283,55.0,297894.0568000001,268.26143699999994,17.0,37069.23950000001,74.147306,44.0,0.0,178.51254,0.0,0.0,0.0,0.0,0.0,0.0,47.0,153704.93509999997,102.56686900000001,62.0,174293.62120000002,365.54191399999996,7.0,6964.74,52.81250000000001
370916,泰安市,117.0,296816.1868000001,349.269079,46.0,274602.33450000006,225.406913,40.0,22213.852300000002,29.466571000000002,31.0,0.0,94.395595,0.0,0.0,0.0,0.0,0.0,0.0,71.0,197606.0428,114.62746,42.0,89910.909,216.271984,4.0,9299.235,18.369635
371002,威海市,2.0,730.1,0.5215,2.0,730.1,0.5215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,730.1,0.5215,0.0,0.0,0.0
371006,威海市,49.0,16859.036099999998,142.712,0.0,0.0,0.0,49.0,16859.036099999998,142.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4052.1432999999997,34.245599999999996,27.0,9166.3825,85.16389999999998,7.0,3640.5102999999995,23.302500000000002
371007,威海市,439.0,51538136.6746,1285.5497999999998,97.0,51419034.048200004,310.4749,323.0,119102.6264,899.2136,19.0,0.0,75.8613,0.0,0.0,0.0,0.0,0.0,0.0,163.0,319416.5779,301.43489999999997,262.0,51206843.648600005,933.9091000000001,14.0,11876.4481,50.2058
371008,威海市,307.0,974476.0046999999,1143.1072,208.0,966406.7553000001,1041.2,87.0,8069.249400000001,23.344999999999995,12.0,0.0,78.56219999999999,0.0,0.0,0.0,0.0,0.0,0.0,116.0,277455.04079999996,191.5021,168.0,524433.1598,778.6578,23.0,172587.8041,172.94729999999998
371009,威海市,195.0,561323.5430000001,787.7526,167.0,549225.4425000001,670.0977,15.0,12098.1005,90.9009,13.0,0.0,26.753999999999998,0.0,0.0,0.0,0.0,0.0,0.0,45.0,163015.77599999998,183.18449999999999,64.0,76656.82750000001,180.936,86.0,321650.93950000004,423.63210000000004
371010,威海市,209.0,725060.4935000001,926.3123,156.0,722766.4057,754.284,10.0,1486.0240999999999,1.7102,43.0,808.0637,170.3181,0.0,0.0,0.0,0.0,0.0,0.0,72.0,308992.4717,188.9164,59.0,188727.1419,332.9724,78.0,227340.87989999997,404.42349999999993
371011,威海市,334.0,981120.1602999999,1225.4669629999999,236.0,980319.6368000001,932.0115000000001,18.0,800.5235,7.289962999999999,80.0,0.0,286.16549999999995,0.0,0.0,0.0,0.0,0.0,0.0,94.0,439558.98140000005,267.31306300000006,192.0,256610.6265,614.1786,48.0,284950.5524,343.9753
371012,威海市,345.0,1412925.9059000001,1157.192714,151.0,493593.0403,628.2075,55.0,919332.8655999999,368.184464,139.0,0.0,160.80075,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1117909.5184,486.58416400000004,199.0,150979.2658,462.28675,47.0,144037.12170000002,208.32179999999997
371013,威海市,248.0,628295.2663,924.583925,129.0,611625.1269999999,579.1127,40.0,16670.1393,11.027024999999998,79.0,0.0,334.44419999999997,0.0,0.0,0.0,0.0,0.0,0.0,57.0,417157.3294,243.169225,170.0,137317.2788,595.4698,21.0,73820.6581,85.94489999999999
371014,威海市,287.0,827744.5755,947.659112,188.0,679902.823,660.4440000000001,58.0,147841.75249999997,96.554112,41.0,0.0,190.661,0.0,0.0,0.0,0.0,0.0,0.0,163.0,691877.5004,509.46801199999993,88.0,52737.812300000005,253.4808,36.0,83129.2628,184.71030000000002
371015,威海市,271.0,869807.3537999999,960.0639,209.0,865921.0870999999,852.4683,35.0,3886.2666999999997,9.392000000000001,27.0,0.0,98.20360000000001,0.0,0.0,0.0,0.0,0.0,0.0,156.0,593258.2471,434.3843,81.0,168565.5843,368.28950000000003,34.0,107983.52239999999,157.3901
371016,威海市,280.0,1023646.7664999999,939.97516,218.0,1014535.1888,788.8955,19.0,9111.5777,18.550760000000004,43.0,0.0,132.5289,0.0,0.0,0.0,0.0,0.0,0.0,153.0,852623.6082000001,543.2315600000001,98.0,125787.1947,291.47139999999996,29.0,45235.9636,105.2722
371103,日照市,3.0,4633.5711,18.087899999999998,2.0,4426.9513,15.4591,1.0,206.6198,2.6288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1163.5711,9.3301,1.0,3470.0,8.7578,0.0,0.0,0.0
371104,日照市,54.0,74283.05129999999,85.24990000000001,12.0,65803.8,50.373400000000004,41.0,8479.2513,34.738499999999995,1.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,51.0,53857.0513,75.7561,3.0,20426.0,9.4938,0.0,0.0,0.0
371105,日照市,4.0,11150.0,7.5175,4.0,11150.0,7.5175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10190.0,6.9235,1.0,960.0,0.594,0.0,0.0,0.0
371106,日照市,1.0,223.2996,2.1,0.0,0.0,0.0,1.0,223.2996,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,223.2996,2.1,0.0,0.0,0.0,0.0,0.0,0.0
371107,日照市,151.0,205479.5558,396.35050000000007,65.0,127693.96239999999,88.21159999999999,77.0,77257.62950000002,294.0031,9.0,527.9639,14.135800000000001,0.0,0.0,0.0,0.0,0.0,0.0,117.0,188886.99599999996,253.28250000000003,28.0,13092.0398,134.05659999999997,6.0,3500.5199999999995,9.0114
371108,日照市,117.0,80735.1269,209.2843,57.0,72288.45999999999,154.73559999999998,50.0,8128.212399999999,29.0425,10.0,318.4545,25.5062,0.0,0.0,0.0,0.0,0.0,0.0,83.0,51007.6324,79.2484,28.0,26436.4545,120.8157,6.0,3291.04,9.2202
371109,日照市,169.0,309478.7938,563.3682,117.0,295103.0148,411.5077,31.0,12019.904799999998,87.0004,21.0,2355.8742,64.8601,0.0,0.0,0.0,0.0,0.0,0.0,55.0,64168.30789999999,63.962,80.0,156577.83969999998,305.8034,34.0,88732.6462,193.6028
371110,日照市,175.0,302383.4052,547.7875799999999,115.0,290323.0,442.9930799999999,39.0,4447.852300000001,9.687100000000001,21.0,7612.552900000001,95.10740000000003,0.0,0.0,0.0,0.0,0.0,0.0,70.0,39713.3346,50.46949999999999,69.0,189807.0,337.20968,36.0,72863.0706,160.10839999999996
371111,日照市,162.0,400224.8894,671.012929,112.0,386496.0,484.99060000000003,24.0,5054.9575,7.691429,26.0,8673.931900000001,178.33089999999999,0.0,0.0,0.0,0.0,0.0,0.0,59.0,162035.6862,121.11172899999998,74.0,135143.8389,389.1109,29.0,103045.36430000002,160.79029999999995
371112,日照市,164.0,1105456.4978,780.542335,112.0,1081191.175,660.704539,14.0,14854.027500000002,6.330916,38.0,9411.2953,113.50688000000001,0.0,0.0,0.0,0.0,0.0,0.0,47.0,543126.6435,202.18098000000003,87.0,291958.8543,415.478685,30.0,270371.0,162.88266999999996
