,cityID,total_n,total_p,total_a,招拍挂_n,招拍挂_p,招拍挂_a,协议出让_n,协议出让_p,协议出让_a,划拨_n,划拨_p,划拨_a,其他_n,其他_p,其他_a,租赁_n,租赁_p,租赁_a,existing_n,existing_p,existing_a,new_n,new_p,new_a,stock_n,stock_p,stock_a
320116,南京市,908.0,23972225.382,3921.571948,329.0,23790123.950000003,1392.311735,96.0,182101.43199999997,26.195217,483.0,0.0,2503.064996,0.0,0.0,0.0,0.0,0.0,0.0,280.0,6827247.0541,630.873562,470.0,7543075.062399999,2601.3922569999995,158.0,9601903.2655,689.3061289999999
320206,无锡市,106.0,20561.2431,745.1754,8.0,8242.0,40.288,53.0,12319.2431,182.2142,42.0,0.0,486.3471,3.0,0.0,36.3261,0.0,0.0,0.0,0.0,0.0,0.0,104.0,19461.2431,736.9154000000001,2.0,1100.0,8.26
320207,无锡市,46.0,489853.20720000006,459.20831999999996,11.0,477572.5,203.03202000000005,12.0,12280.7072,27.0237,23.0,0.0,229.15259999999998,0.0,0.0,0.0,0.0,0.0,0.0,24.0,244837.27599999998,126.79761,22.0,245015.9312,332.41071,0.0,0.0,0.0
320208,无锡市,45.0,288257.9676,322.78541,23.0,258345.7225,161.48230999999998,12.0,29912.2451,41.36269999999999,10.0,0.0,119.94040000000001,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11824.5935,25.069499999999998,28.0,171810.4749,222.16671,7.0,104622.8992,75.5492
320209,无锡市,337.0,807043.4763,1224.13007,107.0,726836.0040000001,453.43046,47.0,38417.7126,29.530130000000007,183.0,41789.7597,741.16948,0.0,0.0,0.0,0.0,0.0,0.0,147.0,458588.1386,371.22105,175.0,332665.31239999994,795.8562400000001,15.0,15790.0253,57.05278
320210,无锡市,566.0,3657327.4709,3065.6864800000003,252.0,3554844.6348,1077.22298,80.0,101411.6361,110.96115,234.0,1071.2,1877.50235,0.0,0.0,0.0,0.0,0.0,0.0,144.0,1188280.1583000002,360.78581,362.0,1565269.6726,2120.3905400000003,60.0,903777.64,584.51013
320211,无锡市,558.0,2294894.1981,2305.4378099999994,287.0,2246495.1248000003,929.53414,29.0,48399.07330000001,66.91808,242.0,0.0,1308.98559,0.0,0.0,0.0,0.0,0.0,0.0,124.0,867368.698,339.71925,376.0,839103.7901,1592.24941,58.0,588421.71,373.46915000000007
320212,无锡市,560.0,1299055.7273,2759.15119,171.0,1248153.9268999998,677.26808,50.0,50901.80040000001,60.50383,339.0,0.0,2021.3792799999999,0.0,0.0,0.0,0.0,0.0,0.0,121.0,519390.3645,516.2343199999999,372.0,513760.0868,1881.43944,67.0,265905.276,361.47743
320213,无锡市,550.0,1889233.8235,2635.359534,211.0,1833599.8335000002,786.747344,37.0,55633.98999999999,43.84915000000001,301.0,0.0,1804.63516,0.0,0.0,0.0,1.0,0.0,0.12788,133.0,816839.27,435.32401,333.0,445534.26349999994,1639.853224,84.0,626860.29,560.1822999999999
320214,无锡市,407.0,1005353.77,1191.623411,185.0,952990.1600000001,586.3199999999999,21.0,52363.61,26.015430999999996,201.0,0.0,579.28798,0.0,0.0,0.0,0.0,0.0,0.0,143.0,437289.11,366.420571,187.0,196510.09000000003,480.35824,77.0,371554.56999999995,344.8446
320215,无锡市,315.0,466285.1567,954.2418670000001,107.0,419215.58670000004,391.79532000000006,36.0,45604.57,21.102677,171.0,0.0,537.9267199999999,0.0,0.0,0.0,1.0,1465.0,3.41715,113.0,182161.94,213.719627,136.0,69666.3367,466.10445000000004,66.0,214456.88,274.41779
320216,无锡市,356.0,8947996.227400001,1295.0262589999998,172.0,8909328.324299999,880.59877,27.0,38667.9031,54.26224900000001,157.0,0.0,360.16524,0.0,0.0,0.0,0.0,0.0,0.0,72.0,3243562.8068,212.34855899999997,198.0,1295385.4043999999,630.10849,86.0,4409048.0162,452.56921
320305,徐州市,16.0,3843.07,357.10659999999996,1.0,3843.07,21.3293,0.0,0.0,0.0,15.0,0.0,335.7773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3843.07,21.3293,15.0,0.0,335.7773,0.0,0.0,0.0
320307,徐州市,2.0,93301.0,49.4909,1.0,93300.0,42.0709,1.0,1.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.42,0.0,0.0,0.0,1.0,93300.0,42.0709
320308,徐州市,20.0,69439.92929999999,84.9832,6.0,57628.8,55.4945,14.0,11811.1293,29.488699999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,45411.1293,44.3231,4.0,24028.8,40.66009999999999,0.0,0.0,0.0
320309,徐州市,101.0,301696.7077999999,387.4005,53.0,298899.0,230.5796,25.0,2797.7078,9.9692,23.0,0.0,146.85169999999997,0.0,0.0,0.0,0.0,0.0,0.0,43.0,149899.9178,66.97240000000001,49.0,103331.79000000001,249.873,9.0,48465.0,70.5551
320310,徐州市,170.0,828927.9244,668.88335,77.0,802986.0,481.5362199999999,54.0,25941.9244,28.929699999999993,39.0,0.0,158.41743000000005,0.0,0.0,0.0,0.0,0.0,0.0,85.0,303154.9244,135.374298,55.0,159214.0,283.39051199999994,30.0,366559.0,250.11854
320311,徐州市,221.0,1148982.5150000001,1211.670078,140.0,1145571.0,909.924378,27.0,3411.5150000000003,6.666899999999999,54.0,0.0,295.0788,0.0,0.0,0.0,0.0,0.0,0.0,84.0,479254.515,275.210528,116.0,451968.0,706.2645499999999,21.0,217760.0,230.195
320312,徐州市,285.0,1080432.7436,2033.1255629999998,151.0,1076388.4504,773.0033850000001,17.0,4044.2932,11.60784,117.0,0.0,1248.5143379999997,0.0,0.0,0.0,0.0,0.0,0.0,111.0,453202.2932000001,658.9513720000001,140.0,218959.4504,1060.4199359999998,34.0,408271.0,313.754255
320313,徐州市,168.0,1577298.0585,857.542336,148.0,1574443.0499999998,756.348056,2.0,2855.0085,1.19531,18.0,0.0,99.99897,0.0,0.0,0.0,0.0,0.0,0.0,64.0,365592.9085,304.1166,71.0,421673.05,251.94224599999998,33.0,790032.1,301.48349
320314,徐州市,123.0,933178.0793,637.3957819999998,95.0,930640.0,486.87508599999995,10.0,2538.0793,6.918025999999999,18.0,0.0,143.60267000000002,0.0,0.0,0.0,0.0,0.0,0.0,48.0,307469.0793,229.06007599999998,54.0,334011.0,223.340836,21.0,291698.0,184.99487
320315,徐州市,209.0,792267.2505000001,1536.7457490000002,115.0,782590.1,509.770407,27.0,9677.1505,51.994262000000006,67.0,0.0,974.9810799999999,0.0,0.0,0.0,0.0,0.0,0.0,98.0,507648.71050000004,852.1922450000001,96.0,165342.54,584.387794,15.0,119276.0,100.16570999999998
320316,徐州市,199.0,845256.0636,1019.6487960000002,138.0,840363.0,518.4564600000001,4.0,2688.0636000000004,9.056236,54.0,0.0,477.92210000000006,0.0,0.0,0.0,3.0,2205.0,14.214000000000002,100.0,529141.0636,371.53771600000005,72.0,78088.0,440.77142000000003,27.0,238027.0,207.33966
320404,常州市,29.0,82979.0,101.7388,29.0,82979.0,101.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23005.0,43.0178,14.0,59974.0,58.72100000000001,0.0,0.0,0.0
320405,常州市,17.0,0.0,39.251799999999996,12.0,0.0,38.3068,0.0,0.0,0.0,5.0,0.0,0.9450000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,39.251799999999996,0.0,0.0,0.0
320406,常州市,191.0,372728.59699999995,1191.6711999999998,18.0,340776.41750000004,423.0013,166.0,31952.1795,700.3079,7.0,0.0,68.36200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,372728.59699999995,1191.6711999999998,0.0,0.0,0.0
320407,常州市,35.0,277217.8072,188.0325,21.0,259909.58029999997,137.3452,14.0,17308.226899999998,50.68730000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,192301.0528,122.85159999999999,13.0,84916.7544,65.18090000000001,0.0,0.0,0.0
320408,常州市,36.0,275672.8028,202.9982,33.0,275032.2764,196.1106,2.0,640.5264,3.8037,1.0,0.0,3.0839,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31556.2307,12.7284,28.0,233844.77890000006,180.32639999999998,2.0,10271.7932,9.9434
320409,常州市,174.0,899940.6111999999,733.9926,102.0,895607.2592000001,403.54079999999993,30.0,4333.352,22.455599999999997,42.0,0.0,307.9962,0.0,0.0,0.0,0.0,0.0,0.0,52.0,413616.62490000005,157.3478,102.0,138500.7153,450.6586,20.0,347823.271,125.9862
320410,常州市,377.0,2358726.6361,1299.2108200000002,250.0,2340380.3466999996,865.1315199999999,55.0,18346.2894,26.815700000000007,72.0,0.0,407.2636,0.0,0.0,0.0,0.0,0.0,0.0,117.0,705089.9112,259.46873999999997,204.0,681384.8099999999,650.2315199999999,56.0,972251.9149,389.51056
320411,常州市,433.0,3540425.1821999997,1454.496005,281.0,3517780.6063,1160.4566800000002,52.0,15920.749800000001,45.284639999999996,100.0,6723.8261,248.75468499999994,0.0,0.0,0.0,0.0,0.0,0.0,154.0,1467451.7208,501.02934,230.0,1391983.5337,624.962115,49.0,680989.9277000001,328.50455
320412,常州市,566.0,2722241.4102,1890.496357,447.0,2691997.0011,1393.988164,53.0,21229.058800000003,76.22448999999999,66.0,9015.3503,420.283703,0.0,0.0,0.0,0.0,0.0,0.0,171.0,1168071.9962,539.216623,354.0,1232179.9027,1128.791671,41.0,321989.5113,222.488063
320413,常州市,467.0,2236859.5844,1493.0024859999999,367.0,2195526.4096,1018.3069370000001,23.0,6493.3696,22.561296,77.0,34839.8052,452.13425299999994,0.0,0.0,0.0,0.0,0.0,0.0,118.0,632648.1648,317.249156,318.0,1336647.9256000002,1015.1584170000001,31.0,267563.494,160.594913
320414,常州市,410.0,3156540.8731,1249.80316,313.0,3131074.8310999996,893.583168,17.0,7072.1335,21.161037999999998,80.0,18393.9085,335.05895399999997,0.0,0.0,0.0,0.0,0.0,0.0,121.0,864955.2734000001,312.377541,256.0,2119981.4447999997,734.8012140000001,33.0,171604.1549,202.624405
320415,常州市,803.0,3523078.4748,2282.243746,553.0,3479632.9798999997,1188.5615480000001,35.0,18963.250900000003,30.987049,175.0,12044.026999999998,826.9808489999998,0.0,0.0,0.0,40.0,12438.217,235.71429999999998,195.0,682116.6206,438.428215,543.0,2701540.7783,1448.202793,65.0,139421.07590000003,395.61273800000004
320416,常州市,596.0,3649890.8148000003,1486.40032,473.0,3599576.7014,1115.026941,55.0,42377.84670000002,82.834082,68.0,7936.2667,288.53929700000003,0.0,0.0,0.0,0.0,0.0,0.0,343.0,2639064.1511,702.986152,217.0,888331.0430000001,575.972606,36.0,122495.6207,207.44156199999998
320502,苏州市,1.0,12300.0,3.32777,1.0,12300.0,3.32777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12300.0,3.32777,0.0,0.0,0.0,0.0,0.0,0.0
320503,苏州市,4.0,86391.0,31.23375,4.0,86391.0,31.23375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,86391.0,31.23375,0.0,0.0,0.0,0.0,0.0,0.0
320505,苏州市,1.0,39103.4592,10.62594,1.0,39103.4592,10.62594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39103.4592,10.62594,0.0,0.0,0.0
320506,苏州市,52.0,20649.954,122.00722,2.0,20510.0,4.68282,38.0,139.954,72.8064,12.0,0.0,44.518,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20510.0,4.68282,50.0,139.954,117.3244,0.0,0.0,0.0
320507,苏州市,104.0,599909.7435000001,430.894106,35.0,599554.8017,197.80471599999996,2.0,354.9418,1.8556,67.0,0.0,231.23379000000003,0.0,0.0,0.0,0.0,0.0,0.0,46.0,221434.6918,81.00702000000001,42.0,118004.4129,179.39148,16.0,260470.63880000002,170.495606
320508,苏州市,100.0,403266.9069,399.6592600000001,45.0,402688.79409999994,205.14568000000003,0.0,0.0,0.0,55.0,578.1128,194.51358000000002,0.0,0.0,0.0,0.0,0.0,0.0,60.0,256715.4601,162.63938000000002,28.0,108095.68410000001,191.6055,12.0,38455.7627,45.41438
320509,苏州市,210.0,704218.1333999999,497.34259000000003,131.0,704218.1333999999,285.16213000000005,0.0,0.0,0.0,79.0,0.0,212.18046,0.0,0.0,0.0,0.0,0.0,0.0,79.0,158314.5663,152.77647900000002,117.0,325742.26729999995,255.46026899999998,14.0,220161.29979999998,89.10584200000001
320510,苏州市,285.0,2702266.6029000003,1050.21858,206.0,2701073.9669,765.82857,1.0,1181.636,7.1614,78.0,11.0,277.22861000000006,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1643617.982,357.93589000000003,154.0,699876.9049,514.37829,26.0,358771.716,177.90440000000004
320511,苏州市,332.0,3683943.0509,1093.85411,259.0,3682801.1809,940.80692,0.0,0.0,0.0,73.0,1141.87,153.04719,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1393009.8231,329.94968,195.0,1670800.3109999998,611.808496,29.0,620132.9168,152.09593400000003
320512,苏州市,351.0,1442128.9774000002,1311.0189990000001,215.0,1441994.9773999997,660.725979,0.0,0.0,0.0,136.0,134.0,650.2930200000001,0.0,0.0,0.0,0.0,0.0,0.0,149.0,625585.6115,415.93080999999995,169.0,239577.2437,681.465468,33.0,576966.1222,213.62272099999998
320513,苏州市,579.0,4832062.532500001,1757.1075150000001,404.0,4825586.0075,1216.543689,0.0,0.0,0.0,175.0,6476.525000000001,540.5638260000001,0.0,0.0,0.0,0.0,0.0,0.0,251.0,2514207.4314,610.5162049999999,265.0,1550829.8816,806.92884,63.0,767025.2195,339.66247000000004
320514,苏州市,414.0,2734870.8476,1132.409646,315.0,2729482.4036,801.5970890000001,0.0,0.0,0.0,99.0,5388.4439999999995,330.812557,0.0,0.0,0.0,0.0,0.0,0.0,211.0,1309222.2926999999,464.739166,157.0,763555.3350999999,462.5962599999999,46.0,662093.2198,205.07422
320515,苏州市,470.0,5086262.0512999995,1414.704332,321.0,5067831.306499999,1050.771922,1.0,723.8448,2.1543,148.0,17706.899999999998,361.77810999999997,0.0,0.0,0.0,0.0,0.0,0.0,199.0,3028732.0675,554.25613,226.0,1550147.4378999998,640.176772,45.0,507382.5459,220.27143
320516,苏州市,424.0,9942557.546300001,1392.897469,284.0,9935899.5194,961.23093,3.0,636.4449,1.98297,137.0,6021.582,429.683569,0.0,0.0,0.0,0.0,0.0,0.0,159.0,3642552.7448,454.47084099999995,196.0,1975139.3131000001,576.305747,69.0,4324865.4884,362.120881
320606,南通市,89.0,2012.205,409.5351,4.0,1624.3464,13.9199,73.0,387.8586,259.3762,12.0,0.0,136.239,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1624.3464,9.1771,87.0,387.8586,400.358,0.0,0.0,0.0
320607,南通市,94.0,551087.8718,479.79647300000005,40.0,530102.2442000001,218.73357299999998,31.0,20985.627599999996,135.5058,23.0,0.0,125.55709999999998,0.0,0.0,0.0,0.0,0.0,0.0,24.0,116716.5422,40.835300000000004,56.0,346712.7181,249.7944,14.0,87658.6115,189.16677299999998
320608,南通市,44.0,3675.0926,747.3119,3.0,2572.2078,7.3203000000000005,1.0,1102.8848,0.5645,40.0,0.0,739.4271000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1102.8848,1.5255,16.0,581.3322,509.08259999999996,24.0,1990.8756,236.7038
320609,南通市,152.0,963827.4088000001,600.007605,79.0,946293.6982999999,416.2669820000001,19.0,16535.040699999998,18.3626,54.0,998.6698,165.37802299999998,0.0,0.0,0.0,0.0,0.0,0.0,33.0,154113.5263,47.5268,83.0,392555.01300000004,334.16539299999994,36.0,417158.8695,218.315412
320610,南通市,356.0,2547402.9535999997,1869.066553,241.0,2528644.0050999997,1240.800274,40.0,7150.8478,10.673093999999999,75.0,11608.100699999999,617.593185,0.0,0.0,0.0,0.0,0.0,0.0,98.0,974112.208,294.883155,210.0,1007492.4511,879.3275289999999,48.0,565798.2945000001,694.855869
320611,南通市,287.0,1256249.2982,1387.452996,210.0,1243382.9301,1051.6764600000001,19.0,7606.5072,8.723870000000002,58.0,5259.860900000001,327.052666,0.0,0.0,0.0,0.0,0.0,0.0,73.0,407569.5733,255.61292700000004,173.0,620662.6233999999,867.010258,41.0,228017.10150000002,264.829811
320612,南通市,311.0,1940438.8678000001,1460.720995,224.0,1935715.3448,1183.7857050000002,11.0,2370.3787,10.500514,76.0,2353.1443,266.434776,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1033623.651,423.503722,182.0,792944.6658000001,770.8161279999999,35.0,113870.551,266.40114499999993
320613,南通市,449.0,2412200.3845,1393.820456,314.0,2408908.0252,1019.969601,7.0,59.939499999999995,0.04285,128.0,3232.4198,373.808005,0.0,0.0,0.0,0.0,0.0,0.0,167.0,703169.2681,426.175744,203.0,911722.738,656.552848,79.0,797308.3784,311.091864
320614,南通市,345.0,2224315.1328,1159.747863,280.0,2221778.5003,950.2332279999999,12.0,124.2291,0.090963,53.0,2412.4033999999997,209.423672,0.0,0.0,0.0,0.0,0.0,0.0,116.0,705950.7851,253.700002,165.0,933994.3043,624.3519920000001,64.0,584370.0434,281.695869
320615,南通市,615.0,1978889.9877,2086.624193,266.0,1922651.3692,1032.02692,5.0,257.7568,0.191117,344.0,55980.861699999994,1054.406156,0.0,0.0,0.0,0.0,0.0,0.0,151.0,794034.2971000001,345.95152399999995,363.0,876192.4546,1230.602594,101.0,308663.23600000003,510.0700749999999
320616,南通市,455.0,1040324.7017999999,1481.7376430000002,265.0,975164.3666000001,727.8351250000001,10.0,3935.4107,2.470998,180.0,61224.924499999994,751.43152,0.0,0.0,0.0,0.0,0.0,0.0,100.0,187596.9153,262.606178,292.0,553854.4572000001,970.85428,63.0,298873.3293,248.277185
320705,连云港市,2.0,0.0,1.2254,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2254,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2254,0.0,0.0,0.0,0.0,0.0,0.0
320706,连云港市,8.0,13143.489399999999,67.51196999999999,6.0,12070.0,56.32804,2.0,1073.4894,11.18393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,899.7599,6.92123,6.0,9903.7295,55.49094,1.0,2340.0,5.0998
320707,连云港市,26.0,99221.4202,256.45962,19.0,96261.9273,227.19386,6.0,2959.4929,22.76536,1.0,0.0,6.5004,0.0,0.0,0.0,0.0,0.0,0.0,25.0,97863.0602,249.80102,1.0,1358.36,6.6586,0.0,0.0,0.0
320708,连云港市,13.0,20630.166,72.07939999999999,10.0,20424.0,69.59219999999999,2.0,206.166,1.0537999999999998,1.0,0.0,1.4334,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15583.166000000001,47.311899999999994,0.0,0.0,0.0,1.0,5047.0,24.7675
320709,连云港市,66.0,198333.52769999998,554.98311,55.0,196817.15,531.74431,8.0,836.3777,15.0699,2.0,0.0,4.8358,0.0,0.0,0.0,1.0,680.0,3.3331,48.0,147805.52769999998,465.85061,17.0,44628.0,74.75919999999999,1.0,5900.0,14.3733
320710,连云港市,165.0,506595.69430000003,899.3945899999999,125.0,500949.0,849.0289300000001,23.0,5147.548100000001,18.80632,17.0,499.14619999999996,31.55934,0.0,0.0,0.0,0.0,0.0,0.0,112.0,452286.56150000007,762.31575,49.0,42618.1328,124.77833999999999,4.0,11691.0,12.3005
320711,连云港市,177.0,885980.9887000001,1505.0493299999998,143.0,878256.3901,1431.80769,12.0,2131.5986000000003,7.9764,19.0,0.0,36.70874,0.0,0.0,0.0,3.0,5593.0,28.5565,108.0,550609.5986,1172.7849899999999,57.0,258991.0,269.69813999999997,12.0,76380.3901,62.566199999999995
320712,连云港市,107.0,327108.04900000006,839.60691,51.0,253469.0,702.92884,43.0,73639.049,70.53912,13.0,0.0,66.13895,0.0,0.0,0.0,0.0,0.0,0.0,82.0,276011.479,713.3434699999999,22.0,25430.0,82.21125,3.0,25666.57,44.052189999999996
320713,连云港市,825.0,1488435.946,2342.72441,146.0,1482045.0,1913.6267200000002,653.0,6390.946000000001,7.09285,26.0,0.0,422.00484,0.0,0.0,0.0,0.0,0.0,0.0,769.0,1059417.946,1840.94132,49.0,287598.0,440.21586,7.0,141420.0,61.567229999999995
320714,连云港市,143.0,679851.19,915.8398119999997,111.0,676820.0,777.82803,9.0,3031.19,4.584560000000001,23.0,0.0,133.427222,0.0,0.0,0.0,0.0,0.0,0.0,102.0,451390.19,718.7578119999998,33.0,82351.0,131.17871,8.0,146110.0,65.90329
320715,连云港市,162.0,485696.7748,755.431452,141.0,482098.0,680.7018400000001,2.0,3598.7748,6.91672,19.0,0.0,67.812892,0.0,0.0,0.0,0.0,0.0,0.0,111.0,394015.72479999997,582.50739,43.0,47781.0,129.330322,8.0,43900.05,43.59374
320716,连云港市,75.0,263734.993,337.62988500000006,52.0,263635.0,274.2221,0.0,0.0,0.0,23.0,99.993,63.407785000000004,0.0,0.0,0.0,0.0,0.0,0.0,61.0,217551.99300000002,278.22639,9.0,20795.0,31.02872,5.0,25388.0,28.374775
320803,淮安市/淮阴市,2.0,764.0,1.7162,2.0,764.0,1.7162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,764.0,1.7162,0.0,0.0,0.0
320804,淮安市/淮阴市,1.0,546.4442,0.8298,1.0,546.4442,0.8298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,546.4442,0.8298,0.0,0.0,0.0,0.0,0.0,0.0
320805,淮安市/淮阴市,1.0,918.0,1.7002,1.0,918.0,1.7002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,918.0,1.7002,0.0,0.0,0.0
320806,淮安市/淮阴市,207.0,4791.4687,617.2263,15.0,513.4317,90.14189999999999,153.0,4278.037,392.18049999999994,36.0,0.0,132.14249999999998,2.0,0.0,1.4264,1.0,0.0,1.335,0.0,0.0,0.0,207.0,4791.4687,617.2263,0.0,0.0,0.0
320807,淮安市/淮阴市,12.0,56037.8942,45.641799999999996,9.0,45350.0,33.955,3.0,10687.894199999999,11.6868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,43920.0,32.9685,4.0,12117.8942,12.6733,0.0,0.0,0.0
320808,淮安市/淮阴市,12.0,19327.6,19.3907,12.0,19327.6,19.3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8447.6,10.1266,4.0,10880.0,9.2641,0.0,0.0,0.0
320809,淮安市/淮阴市,81.0,365048.22,316.44111999999996,63.0,361853.78,266.66678999999993,3.0,3194.4399999999996,7.4749,15.0,0.0,42.29943,0.0,0.0,0.0,0.0,0.0,0.0,25.0,204587.09,102.08259000000001,54.0,152237.13,181.08083,2.0,8224.0,33.277699999999996
320810,淮安市/淮阴市,264.0,1347876.55,894.69633,205.0,1339921.17,806.16806,36.0,7955.38,22.85747,23.0,0.0,65.6708,0.0,0.0,0.0,0.0,0.0,0.0,117.0,682502.7899999999,340.13404999999995,139.0,520523.76,498.84668,8.0,144850.0,55.7156
320811,淮安市/淮阴市,371.0,1666214.1,1136.4870600000002,298.0,1660601.96,1019.37381,40.0,5612.139999999999,43.41229,33.0,0.0,73.70096,0.0,0.0,0.0,0.0,0.0,0.0,137.0,705943.25,356.02979,228.0,818625.85,714.61603,6.0,141645.0,65.84124
320812,淮安市/淮阴市,581.0,1037198.6515,901.8772549999999,266.0,1036427.1086,853.970105,297.0,771.5428999999999,5.10675,18.0,0.0,42.800399999999996,0.0,0.0,0.0,0.0,0.0,0.0,415.0,494609.65150000004,342.07993999999997,149.0,425770.0,482.579555,17.0,116819.0,77.21776
320813,淮安市/淮阴市,657.0,762819.1296000001,601.6778790000001,228.0,761832.0,566.4933700000001,405.0,987.1296,5.980649,24.0,0.0,29.20386,0.0,0.0,0.0,0.0,0.0,0.0,474.0,235565.1296,174.933589,163.0,500982.0,360.30484,20.0,26272.0,66.43945000000001
320814,淮安市/淮阴市,785.0,951095.0107,911.7175749999999,290.0,931945.83,690.062252,439.0,19149.180700000004,65.041753,56.0,0.0,156.61356999999998,0.0,0.0,0.0,0.0,0.0,0.0,557.0,408315.1607,255.15068499999998,193.0,399956.05000000005,530.21509,35.0,142823.8,126.35179999999998
320815,淮安市/淮阴市,488.0,773946.9934,764.970537,196.0,743814.6275000001,464.97621000000004,179.0,30132.365899999997,37.41736699999999,113.0,0.0,262.57696,0.0,0.0,0.0,0.0,0.0,0.0,245.0,256893.8759,153.903217,190.0,372384.4075,436.0458499999999,53.0,144668.71000000002,175.02147
320816,淮安市/淮阴市,478.0,997697.8014,823.2227869999999,167.0,972561.06,651.6889,277.0,25136.7414,64.10538700000001,34.0,0.0,107.42850000000001,0.0,0.0,0.0,0.0,0.0,0.0,320.0,336123.4114,153.582197,107.0,331119.14,493.0401,51.0,330455.25,176.60048999999998
320906,盐城市,99.0,19967.0704,309.1347999999999,14.0,3299.1861,37.614399999999996,61.0,16667.884299999998,205.21250000000003,23.0,0.0,62.4351,0.0,0.0,0.0,1.0,0.0,3.8728,0.0,0.0,0.0,99.0,19967.0704,309.1347999999999,0.0,0.0,0.0
320907,盐城市,7.0,12348.4004,56.3247,3.0,438.40329999999994,1.5276,4.0,11909.9971,54.7971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1879.9797,7.274800000000001,4.0,10468.4207,49.0499,0.0,0.0,0.0
320908,盐城市,19.0,32437.3747,70.7356,12.0,32029.881299999997,64.99870000000001,2.0,407.4934,0.48160000000000003,5.0,0.0,5.2553,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25458.1779,19.510899999999996,5.0,2449.5928000000004,14.678,2.0,4529.603999999999,36.5467
320909,盐城市,88.0,317955.0226,325.08632,58.0,316966.33119999996,252.8459,14.0,988.6913999999999,3.8495199999999996,16.0,0.0,68.39089999999999,0.0,0.0,0.0,0.0,0.0,0.0,34.0,125642.47629999998,63.476420000000005,42.0,129788.4639,202.7677,12.0,62524.08240000001,58.842200000000005
320910,盐城市,240.0,1679133.929,1120.0691900000002,186.0,1670649.3442,1038.0695,31.0,8484.5848,20.12029,23.0,0.0,61.8794,0.0,0.0,0.0,0.0,0.0,0.0,116.0,712218.2775,409.34589,107.0,782770.2663,576.7273,17.0,184145.38520000002,133.996
320911,盐城市,219.0,1679730.4299999997,994.4462900000001,186.0,1676449.9683,845.05489,10.0,3280.4617000000003,7.8742,23.0,0.0,141.51720000000003,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1032182.8907000001,403.78989,117.0,488676.22109999997,511.48210000000006,12.0,158871.3182,79.17429999999999
320912,盐城市,417.0,1092195.8613,1529.43878,306.0,1091496.6338,900.19557,8.0,699.2275,3.05451,103.0,0.0,626.1886999999999,0.0,0.0,0.0,0.0,0.0,0.0,194.0,783203.2744,620.09469,210.0,267407.7237,848.1863900000001,13.0,41584.8632,61.157700000000006
320913,盐城市,338.0,1230654.9564,1301.5916200000001,285.0,1225324.6764,1011.23547,10.0,5330.280000000001,26.73695,43.0,0.0,263.6192,0.0,0.0,0.0,0.0,0.0,0.0,128.0,629123.8086,463.60041,170.0,354239.9054,619.26701,40.0,247291.2424,218.7242
