,realestate_auction_n,realestate_auction_p,realestate_auction_a,realestate_agreement_n,realestate_agreement_p,realestate_agreement_a,realestate_transfer_n,realestate_transfer_p,realestate_transfer_a,realestate_other_n,realestate_other_p,realestate_other_a,realestate_lease_n,realestate_lease_p,realestate_lease_a,secondary_auction_n,secondary_auction_p,secondary_auction_a,secondary_agreement_n,secondary_agreement_p,secondary_agreement_a,secondary_transfer_n,secondary_transfer_p,secondary_transfer_a,secondary_other_n,secondary_other_p,secondary_other_a,secondary_lease_n,secondary_lease_p,secondary_lease_a,other_auction_n,other_auction_p,other_auction_a,other_agreement_n,other_agreement_p,other_agreement_a,other_transfer_n,other_transfer_p,other_transfer_a,other_other_n,other_other_p,other_other_a,other_lease_n,other_lease_p,other_lease_a,tertiary_auction_n,tertiary_auction_p,tertiary_auction_a,tertiary_agreement_n,tertiary_agreement_p,tertiary_agreement_a,tertiary_transfer_n,tertiary_transfer_p,tertiary_transfer_a,tertiary_other_n,tertiary_other_p,tertiary_other_a,tertiary_lease_n,tertiary_lease_p,tertiary_lease_a,government_auction_n,government_auction_p,government_auction_a,government_agreement_n,government_agreement_p,government_agreement_a,government_transfer_n,government_transfer_p,government_transfer_a,government_other_n,government_other_p,government_other_a,government_lease_n,government_lease_p,government_lease_a,primary_auction_n,primary_auction_p,primary_auction_a,primary_agreement_n,primary_agreement_p,primary_agreement_a,primary_transfer_n,primary_transfer_p,primary_transfer_a,primary_other_n,primary_other_p,primary_other_a,primary_lease_n,primary_lease_p,primary_lease_a
130107,9.0,242820.0,69.2003,3.0,2158.9242,7.5326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,345.0,0.4266,1.0,706.494,0.9334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1360.0,0.4546,1.0,249.36,0.2863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130108,6.0,8438.75,2.427,2.0,903.7,1.9676,4.0,0.0,40.821799999999996,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10381.89,19.504599999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6550.0,203.1573,1.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1004.7207999999999,1.1120999999999999,2.0,0.0,12.668299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.53,0.0567,3.0,0.0,7.0456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130109,6.0,245400.0,45.8404,2.0,10907.0178,35.2445,7.0,0.0,48.3354,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2950.0,5.5905000000000005,2.0,6317.1,4.848999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000.0,9.8299,2.0,1331.5014,2.004,15.0,3591.8786,160.4499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,18.890500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130110,32.0,915428.2,274.0243,4.0,4351.7082,4.5632,5.0,0.0,19.5661,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18220.0,34.608000000000004,9.0,10988.0836,12.996899999999998,1.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2719.49,0.8804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2686.0,0.7132,13.0,15074.716199999999,12.03324,25.0,1744.2965,51.7515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,19.9478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130111,35.0,733630.0,198.61320199999997,1.0,133.3189,0.1476,6.0,17531.9917,39.4117,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23635.0,40.5666,4.0,2231.98,2.8707000000000003,2.0,0.0,3.3564,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3672.7299999999996,15.994959000000001,1.0,5421.58,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,75525.0304,32.931974,21.0,22881.76,15.091799999999997,21.0,7362.933800000001,29.8211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5960.0,4.150301,1.0,735.37,0.6088,10.0,0.0,9.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130112,36.0,884370.0,222.82293100000004,5.0,3623.9100000000003,0.8623799999999999,10.0,16724.348700000002,64.2494,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29852.0,60.202332000000006,13.0,37645.530000000006,50.87538500000001,4.0,0.0,5.54934,0.0,0.0,0.0,0.0,0.0,0.0,4.0,59940.0,123.59006199999999,1.0,2340.0,7.9989,4.0,1183.5927,6.1029,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5085.0,8.341876000000001,26.0,35156.991799999996,21.395185999999995,41.0,2825.0989,103.68684999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10480.0,3.867681,3.0,2152.97,0.38263,7.0,1575.384,16.43535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130113,58.0,1874212.0,430.31554100000005,2.0,192.58999999999997,0.028746,11.0,17443.0573,81.30814999999998,0.0,0.0,0.0,0.0,0.0,0.0,9.0,63625.0,72.813556,10.0,2810.36,1.907418,1.0,1225.2421,3.6619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2496.74,0.4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25440.0,6.769599,10.0,20132.3857,15.00351,18.0,3277.0824000000002,39.283373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33800.0,9.511031,2.0,4708.81,0.658668,11.0,342.149,15.835300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130114,48.0,1087750.0,193.317657,2.0,273.02,0.037572,4.0,3003.9835999999996,11.279599999999999,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21741.0,45.010031000000005,2.0,11322.470000000001,11.690126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,27866.2545,20.195366999999997,5.0,9170.51,8.353956,11.0,10253.5749,66.583141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600.22,0.1478,98.0,8417.792,109.975982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130115,106.0,1957226.684,411.623383,5.0,98.5746,0.0954,21.0,36471.7158,111.902029,0.0,0.0,0.0,0.0,0.0,0.0,47.0,54610.26,116.265617,4.0,3087.66,4.030623,2.0,1102.568,12.757191,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9490.0,16.576765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,46080.4958,82.83945500000002,3.0,3667.08,5.4897,22.0,4926.2101999999995,53.285979000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.271313,0.0,0.0,0.0,45.0,3752.2464,72.49078299999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1677.439,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130116,88.0,2272804.7885,477.16203099999996,4.0,42.48,0.082,12.0,26328.1935,64.793936,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27815.275999999998,89.63735199999999,0.0,0.0,0.0,2.0,14595.2097,25.265500000000003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1105.0,3.3334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36308.9518,53.661429999999996,6.0,19981.510000000002,9.487383,86.0,10498.659300000001,328.211927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7842.2376,65.965881,0.0,0.0,0.0,0.0,0.0,0.0,1.0,789.82,2.048758,0.0,0.0,0.0,3.0,13030.565899999998,30.007523,0.0,0.0,0.0,0.0,0.0,0.0
130202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11244.016800000001,17.0309,115.0,44550.414899999996,285.62019999999995,53.0,20595.924199999998,254.92749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,106651.2177,657.4338000000001,174.0,4084.7585999999997,146.9746,98.0,196.66240000000002,20.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31551.549400000004,50.4266,392.0,38356.1188,422.8946000000001,27.0,560.8324,8.876399999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2927.4125,16.8222,33.0,398224.11220000003,34.4411,3.0,236.58,2.6143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,730.9107,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2310.8134,6.2902000000000005,31.0,34531.6293,433.9119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130207,33.0,215409.5095,143.5377,16.0,14763.212099999999,20.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1726.1268,7.7644,7.0,565.3421,3.0025000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,49.5318,2.0,514.7188,3.2284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13565.746899999998,8.543499999999998,28.0,700.8007999999999,2.9473,1.0,64.0,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.315,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130208,33.0,49048.8583,115.40899999999999,7.0,4457.8872,5.912000000000001,5.0,1609.9331,14.580200000000001,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31634.5681,137.08319999999998,3.0,842.8216,8.1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2880.1203,13.3775,2.0,36.0563,0.1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9778.2784,16.375700000000002,14.0,21704.2868,150.4322,8.0,848.3283,28.9203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.134,12.011700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.5698,0.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130209,44.0,176365.1335,115.321048,26.0,8338.9909,27.495651000000002,7.0,1620.996,29.262,0.0,0.0,0.0,0.0,0.0,0.0,49.0,45694.632,202.43199900000002,1.0,55.05,0.1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10514.8554,42.307943,1.0,0.6658,0.074,2.0,16.9967,1.2884,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40364.2394,54.52189999999999,5.0,2282.5944999999997,0.8363,12.0,0.0,102.39779999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.305999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1015.0,3.7801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130210,115.0,1317678.0101,519.13705,41.0,6735.0337,12.753336999999998,9.0,413.82,72.7824,0.0,0.0,0.0,0.0,0.0,0.0,73.0,97110.8359,436.28113600000006,5.0,3999.8313,18.459521000000002,3.0,1864.8067999999998,29.6236,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19127.183100000002,69.487411,0.0,0.0,0.0,3.0,0.0,5.3245000000000005,0.0,0.0,0.0,0.0,0.0,0.0,61.0,207983.472,201.346925,4.0,385.7682,2.4419,14.0,27700.4989,221.61010000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1985.1089,22.418699999999998,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3241.196,36.6747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130211,77.0,792654.2396999999,280.7111229999999,70.0,126061.8994,118.40450000000001,5.0,3271.3605,38.837481000000004,0.0,0.0,0.0,0.0,0.0,0.0,74.0,122876.13699999999,609.6883180000001,11.0,17060.472200000004,97.43,8.0,4877.0684,71.4163,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5946.8297,22.516089,0.0,0.0,0.0,1.0,18.72,0.208,0.0,0.0,0.0,0.0,0.0,0.0,46.0,92868.55110000001,101.28567699999999,69.0,229236.23589999997,570.929832,25.0,4185.856900000001,175.32470000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,178.3176,4.8924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130212,44.0,381676.8581,170.57789100000002,102.0,16595.537900000003,66.418494,8.0,658.4918,15.584767,0.0,0.0,0.0,0.0,0.0,0.0,63.0,224343.97819999998,1069.4883119999997,24.0,226840.9101,1216.825197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15893.489,69.228079,3.0,185.25220000000002,29.216753,1.0,308.7676,0.906484,0.0,0.0,0.0,0.0,0.0,0.0,43.0,162576.2886,158.993795,67.0,121746.3567,331.960573,23.0,13291.635000000002,121.20462700000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,558.2062,1.2417,7.0,687.4211,9.386842999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130213,103.0,848368.7773999999,346.40493699999996,217.0,52605.771499999995,88.40124,26.0,399.3791,103.122009,0.0,0.0,0.0,0.0,0.0,0.0,112.0,122147.512,527.556871,32.0,20260.8188,150.60663399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13169.6437,64.183893,0.0,0.0,0.0,4.0,559.8765,3.983474,0.0,0.0,0.0,0.0,0.0,0.0,140.0,329422.88899999997,428.28158299999996,90.0,117382.55090000003,375.722097,18.0,42377.982099999994,613.351638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,103.752,3.39075,0.0,0.0,0.0,0.0,0.0,0.0,2.0,700.1,4.6667000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130214,55.0,365977.96979999996,140.796436,134.0,10651.727600000002,24.734392,15.0,3606.7628999999997,72.568849,0.0,0.0,0.0,0.0,0.0,0.0,78.0,107376.25619999999,530.7864839999999,10.0,24049.5752,106.276488,3.0,1390.0205,11.316495,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6877.7032,30.142113000000002,1.0,1778.2902,9.408943,3.0,218.01,3.796318,0.0,0.0,0.0,0.0,0.0,0.0,107.0,302885.9896,428.09066800000005,36.0,19927.712400000004,51.38852200000001,17.0,1842.2974,336.7267709999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1535.4,1.1329,3.0,5969.588699999999,23.455969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130215,26.0,165244.4525,68.925896,114.0,7572.065,34.009823000000004,10.0,1895.0744,41.51657,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43853.339199999995,211.759613,9.0,11686.3454,40.545627,3.0,1641.1698999999999,6.740606,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6619.8279999999995,21.324391999999996,2.0,1340.552,5.044532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,71377.3446,111.626762,23.0,77342.60959999998,158.756698,21.0,7865.977,130.50905799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2129.6087,6.834432,4.0,3113.3140999999996,9.648496999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4448.3,26.9593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130216,32.0,125557.73879999999,91.879969,173.0,70945.7018,72.15334,3.0,429.49490000000003,6.2468960000000004,0.0,0.0,0.0,0.0,0.0,0.0,59.0,53289.588800000005,202.350168,6.0,3655.4474,22.471355,21.0,175.7566,166.073645,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9682.8997,49.063753,0.0,0.0,0.0,1.0,6.9802,0.11349,0.0,0.0,0.0,0.0,0.0,0.0,61.0,111776.68440000003,376.467525,42.0,70452.6845,219.145129,30.0,67043.1708,729.170141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,269.19169999999997,3.993057,9.0,807.8841,7.427621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.264300000000002,0.19878700000000002,1.0,108.5457,0.999503,0.0,0.0,0.0,0.0,0.0,0.0
130304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130307,21.0,194242.66999999998,118.73920000000001,15.0,67953.31700000001,42.677800000000005,3.0,0.0,14.335700000000001,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19221.9504,88.4456,41.0,13324.2595,67.40899999999999,1.0,2722.158,10.0821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2713.4754999999996,11.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6147.9996,4.2099,64.0,23078.7019,47.8913,8.0,5301.4155,16.2736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,870.0455,2.3326,13.0,5900.6714,21.650699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,619.3989,2.6952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130308,15.0,247494.8082,94.6115,20.0,42018.58799999999,16.9838,5.0,3118.32,53.245369000000004,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3245.8429,11.199100000000001,10.0,26875.536200000002,61.3148,2.0,131.2691,2.3942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183.9381,0.6387,1.0,165.7423,0.4066,1.0,0.0,0.0346,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31408.6088,42.882,160.0,122418.34820000001,1133.7844,9.0,112.2993,8.484200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,290.32800000000003,8.8956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.55,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130309,12.0,98675.46,65.030354,14.0,23626.134700000002,12.033700000000001,4.0,955.8826,7.920400000000001,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20950.698999999997,66.68336700000002,15.0,4899.201999999999,22.7713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2171.6211,5.3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16408.684999999998,27.175806,35.0,22689.104,96.6045,20.0,22596.7627,65.767958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,262.7738,0.84602,13.0,2134.3689,13.002899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.2963,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130310,41.0,897059.2715,354.092986,9.0,29971.7062,20.3998,10.0,700.3556,51.429499,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22632.655700000003,75.91201799999999,8.0,7985.929700000001,99.64920000000001,1.0,0.0,0.2943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3230.0525,14.371400000000001,8.0,0.0,1.2178999999999998,0.0,0.0,0.0,0.0,0.0,0.0,12.0,49040.91609999999,33.322458999999995,24.0,18423.3098,51.2167,8.0,317.04600000000005,13.207721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.6381,0.1072,6.0,1717.9551999999999,6.469700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130311,19.0,313487.4517000001,112.07281300000002,7.0,13041.885199999999,11.278699999999999,23.0,23841.6727,158.10143799999997,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14327.6545,47.645249000000014,6.0,3807.2983999999997,3.0824999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2274.0418,7.547695000000001,2.0,577.0165,2.8621499999999997,9.0,0.0,1.1291,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38916.3792,45.601912999999996,15.0,3598.8291000000004,5.1480999999999995,5.0,17673.7491,146.1512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,872.4273,2.3778,3.0,0.0,0.3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1229.4062,0.49039999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130312,35.0,298455.88300000003,148.87062799999998,15.0,109322.92799999999,119.93089100000002,10.0,59080.170000000006,39.976971999999996,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14370.9968,47.486962000000005,8.0,7560.0987,20.576395999999995,1.0,21.09,0.379987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,580.7912,2.016636,0.0,0.0,0.0,2.0,266.7,1.478335,0.0,0.0,0.0,0.0,0.0,0.0,17.0,84665.96669999999,197.98532899999998,15.0,26107.522099999995,13.336799999999998,4.0,951.405,4.479049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1695.3682000000001,37.412203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,418.1216,1.3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
