listID,gender_fem,provID,year,cityID,termID,cityps,officerID,name,growth,growth_prov,growth_percentile,gdp,pop,fisincome,fisexpenditure,fai,fdi,lnGDP,lnPopualtion,lnFisExp,lnFisRev,termendyear,beginlnPopulation,beginlnGDP,beginlnFisRev,promotion,promotion1,promotion2,promotionstep,careerend,censored,ability,age,native,college,graduate,doctor,birth_yr,home_city,edu_first,college_major,college_code,connection_home,connection_college,connection_work,term_length,term_year,rank_current,rank_prior,rank_next,job_prior,job_next,location_prior,location_next
1301001,0.0,130000.0,2000,石家庄市,10002,书记,4641.0,陈来立,110.5,1.1909103,0.77272725,1003.11,889.8,37.7137,50.2528,23036.44922,145.8399963,6.9108605,6.7909966,3.9170663,3.6300235,1,6.7653503,6.740354,3.48247,0.0,0.0,0.0,0.0,1.0,0.0,3.0735095,57.0,0,1.0,0.0,0.0,1943.0,保定市,college,,中国科学技术大学,0,0,0,,,,,,,,,
1301011,0.0,130000.0,2001,石家庄市,10005,书记,1862.0,吴振华,109.1,-0.1818161,0.45454547,1085.4299,898.0,44.3554,59.7249,25817.24023,167.0099945,6.9897313,6.80017,4.089749,3.7922344,0,6.80017,6.9897313,3.7922344,0.0,0.0,0.0,0.0,0.0,0.0,0.29490092,55.0,0,1.0,0.0,0.0,1946.0,唐山市,college,Engineering,哈尔滨工程大学,0,0,0,,,,,,,,,
1301021,0.0,130000.0,2002,石家庄市,10005,书记,1862.0,吴振华,109.9,-0.48181915,0.18181819,1186.81,908.7195,44.4947,68.8713,41226.85938,179.9,7.0790243,6.8120365,4.2322397,3.79537,0,6.80017,6.9897313,3.7922344,0.0,0.0,0.0,0.0,0.0,0.0,0.29490092,56.0,0,1.0,0.0,0.0,1946.0,唐山市,college,Engineering,哈尔滨工程大学,0,0,0,,,,,,,,,
1301031,0.0,130000.0,2003,石家庄市,10005,书记,1862.0,吴振华,112.5,0.25454712,0.8181818,1377.9401,918.10986,49.34290039,80.22740234,53498.0,254.1399994,7.228345,6.822317,4.3848653,3.898794,0,6.80017,6.9897313,3.7922344,0.0,0.0,0.0,0.0,0.0,0.0,0.29490092,57.0,0,1.0,0.0,0.0,1946.0,唐山市,college,Engineering,哈尔滨工程大学,0,0,0,,,,,,,,,
1301041,0.0,130000.0,2004,石家庄市,10005,书记,1862.0,吴振华,114.1,-0.030914307,0.45454547,1633.46,927.50024,56.16439941,92.96830078,71673.35938,351.9899902,7.3984556,6.832493,4.5322585,4.028283,0,6.80017,6.9897313,3.7922344,0.0,0.0,0.0,0.0,0.0,0.0,0.29490092,58.0,0,1.0,0.0,0.0,1946.0,唐山市,college,Engineering,哈尔滨工程大学,0,0,0,,,,,,,,,
1301051,0.0,130000.0,2005,石家庄市,10005,书记,1862.0,吴振华,113.7,-0.61818695,0.54545456,1670.8,936.8907,65.8796,108.1627,92902.89063,439.31,7.4210577,6.8425665,4.6836367,4.187829,0,6.80017,6.9897313,3.7922344,0.0,0.0,0.0,0.0,0.0,0.0,0.29490092,59.0,0,1.0,0.0,0.0,1946.0,唐山市,college,Engineering,哈尔滨工程大学,0,0,0,,,,,,,,,
1301061,0.0,130000.0,2006,石家庄市,10005,书记,1862.0,吴振华,113.4,-0.10908508,0.45454547,1902.52,946.28107,77.37359863,128.2462012,109944.6328,493.7900085,7.550935,6.8525395,4.853952,4.3486457,1,6.80017,6.9897313,3.7922344,0.0,0.0,0.0,0.0,1.0,0.0,0.29490092,60.0,0,1.0,0.0,0.0,1946.0,唐山市,college,Engineering,哈尔滨工程大学,0,0,0,,,,,,,,,
1301071,0.0,130000.0,2007,石家庄市,10004,书记,1647.0,吴显国,113.2,0.29999542,0.45454547,2268.84,955.67145,95.87200195,163.1691992,139012.3438,327.1600037,7.727024,6.8624144,5.0947876,4.563014,0,6.8624144,7.727024,4.563014,0.0,0.0,0.0,0.0,0.0,0.0,-1.3775479,51.0,0,0.0,0.0,0.0,1956.0,沧州市,-high school,,,0,1,0,2.0,1.0,副部,副部,副部,市委书记,省常委（其他）,石家庄市,
1301081,0.0,130000.0,2008,石家庄市,10004,书记,1647.0,吴显国,110.1,-1.4636383,0.22727273,2723.55,965.0618,110.0366016,193.7868945,173103.3906,440.2799988,7.9096913,6.8721924,5.266759,4.700813,1,6.8624144,7.727024,4.563014,0.0,0.0,0.0,0.0,1.0,0.0,-1.3775479,52.0,0,0.0,0.0,0.0,1956.0,沧州市,-high school,,,0,0,0,2.0,2.0,,,,,,,
1301091,0.0,130000.0,2009,石家庄市,10001,书记,4792.0,车俊,111.1,0.4727249,0.72727275,3001.2798,974.4522,125.9613965,240.9171094,243636.0156,543.5,8.006794,6.8818755,5.4844527,4.8359756,1,6.8818755,8.006794,4.8359756,1.0,1.0,1.0,2.0,0.0,0.0,0.27904,54.0,0,0.0,0.0,0.0,1955.0,合肥市,-high school,,,0,0,0,,,,,,,,,
1301101,0.0,130000.0,2010,石家庄市,10003,书记,3329.0,孙瑞彬,112.24,-0.76364136,0.27272728,3401.02,989.16,163.6303027,305.164707,295799.6563,244.1499939,8.13183,6.8968563,5.7208514,5.0976095,0,6.8968563,8.13183,5.0976095,0.0,0.0,0.0,0.0,0.0,0.0,-0.70832145,51.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,0,0,,,,,,,,,
1301111,0.0,130000.0,2011,石家庄市,10003,书记,3329.0,孙瑞彬,112.0,0.090911865,0.54545456,4082.6802,997.3,221.2283984,403.5380859,302697.7813,367.2600098,8.314509,6.9050517,6.000271,5.3991957,0,6.8968563,8.13183,5.0976095,0.0,0.0,0.0,0.0,0.0,0.0,-0.70832145,52.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,0,0,,,,,,,,,
1301121,0.0,130000.0,2012,石家庄市,10003,书记,3329.0,孙瑞彬,110.4,0.25454712,0.54545456,4500.21,1005.3,272.2764063,464.0932031,367333.4688,848.1099854,8.41188,6.913041,6.140085,5.6068177,0,6.8968563,8.13183,5.0976095,0.0,0.0,0.0,0.0,0.0,0.0,-0.70832145,53.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,0,0,,,,,,,,,
1301131,0.0,130000.0,2013,石家庄市,10003,书记,3329.0,孙瑞彬,109.43,0.99809265,1.0,4863.66,1003.2,315.1233008,522.9442188,440020.7813,980.5,8.489547,6.91095,6.2594748,5.752964,0,6.8968563,8.13183,5.0976095,0.0,0.0,0.0,0.0,0.0,0.0,-0.70832145,54.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,1,0,,,,,,,,,
1301141,0.0,130000.0,2014,石家庄市,10003,书记,3329.0,孙瑞彬,107.9,1.0745468,0.72727275,5170.2695,1024.9,343.4744922,566.4878125,488396.0938,1021.890015,8.55068,6.93235,6.3394556,5.8391128,0,6.8968563,8.13183,5.0976095,0.0,0.0,0.0,0.0,0.0,0.0,-0.70832145,55.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,1,0,,,,,,,,,
1301151,0.0,130000.0,2015,石家庄市,10003,书记,3329.0,孙瑞彬,107.5,0.80908966,0.72727275,5440.6,1028.8401,375.0528906,682.3857031,568990.0,1140.130005,8.6016445,6.9361873,6.525595,5.9270673,0,6.8968563,8.13183,5.0976095,0.0,0.0,0.0,0.0,0.0,0.0,-0.70832145,56.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,1,0,,,,,,,,,
1301161,0.0,130000.0,2016,石家庄市,10003,书记,3329.0,孙瑞彬,106.8,-0.40000153,0.18181819,5857.8003,1040.1849,410.8,739.7,591600.0,1220.0,8.6755295,6.9471536,6.6062446,6.0181065,1,6.8968563,8.13183,5.0976095,0.0,0.0,0.0,0.0,1.0,0.0,-0.70832145,57.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,0,0,,,,,,,,,
1301171,0.0,,2017,石家庄市,10006,书记,2490.0,邢国辉,,,,,,,,,,,,,,1,,,,0.0,0.0,0.0,0.0,0.0,1.0,-1.3684698,56.0,1,0.0,0.0,0.0,1961.0,石家庄市,-high school,,,0,1,0,,,,,,,,,
1302001,0.0,130000.0,2000,唐山市,10008,书记,930.0,白润璋,110.5,1.1909103,0.77272725,915.05,699.79,27.933,40.5174,12115.33008,218.5200043,6.818979,6.5507803,3.7017314,3.3298087,0,6.53688,6.66078,3.2312589,0.0,0.0,0.0,0.0,0.0,0.0,5.9470253,56.0,0,1.0,0.0,0.0,1944.0,石家庄市,college,Engineering,,0,0,0,,,,,,,,,
1302011,0.0,130000.0,2001,唐山市,10008,书记,930.0,白润璋,110.1,0.8181839,0.8181818,1006.46,700.15,35.7866,52.1851,12214.48047,154.0500031,6.9141946,6.551295,3.954797,3.5775735,0,6.53688,6.66078,3.2312589,0.0,0.0,0.0,0.0,0.0,0.0,5.9470253,57.0,0,1.0,0.0,0.0,1944.0,石家庄市,college,Engineering,,0,0,0,,,,,,,,,
1302021,0.0,130000.0,2002,唐山市,10008,书记,930.0,白润璋,110.3,-0.08181763,0.59090906,1102.2899,702.67004,34.6721,59.6014,23254.23047,129.8,7.005145,6.5548873,4.087679,3.5459354,1,6.53688,6.66078,3.2312589,0.0,0.0,0.0,0.0,1.0,0.0,5.9470253,58.0,0,1.0,0.0,0.0,1944.0,石家庄市,college,Engineering,,0,0,0,,,,,,,,,
1302031,0.0,130000.0,2003,唐山市,10013,书记,3523.0,张和,113.3,1.0545502,1.0,1295.32,706.27997,41.42589844,72.99669922,31486.34961,201.9799957,7.166513,6.560012,4.2904143,3.7239063,0,6.560012,7.166513,3.7239063,0.0,0.0,0.0,0.0,0.0,0.0,3.838616,53.0,1,1.0,0.0,0.0,1950.0,唐山市,college,Science,河北师范大学,0,0,0,,,,,,,,,
1302041,0.0,130000.0,2004,唐山市,10013,书记,3523.0,张和,114.9,0.76908875,0.8181818,1626.33,710.07,58.12689941,97.55759766,46105.60156,413.3999939,7.394081,6.5653634,4.580443,4.0626287,0,6.560012,7.166513,3.7239063,0.0,0.0,0.0,0.0,0.0,0.0,3.838616,54.0,1,1.0,0.0,0.0,1950.0,唐山市,college,Science,河北师范大学,0,0,0,,,,,,,,,
1302051,0.0,130000.0,2005,唐山市,10013,书记,3523.0,张和,115.1,0.7818146,0.72727275,2007.31,714.51,77.6137,127.7866,63570.25,504.11,7.604551,6.571597,4.850362,4.351744,0,6.560012,7.166513,3.7239063,0.0,0.0,0.0,0.0,0.0,0.0,3.838616,55.0,1,1.0,0.0,0.0,1950.0,唐山市,college,Science,河北师范大学,0,0,0,,,,,,,,,
1302061,0.0,130000.0,2006,唐山市,10013,书记,3523.0,张和,114.6,1.0909119,0.6363636,2335.53,719.12,93.37580078,151.5404004,76548.07031,506.7000122,7.7559943,6.578028,5.020852,4.536632,1,6.560012,7.166513,3.7239063,0.0,0.0,0.0,0.0,0.0,0.0,3.838616,56.0,1,1.0,0.0,0.0,1950.0,唐山市,college,Science,河北师范大学,0,0,0,,,,,,,,,
1302071,0.0,130000.0,2007,唐山市,10015,书记,4241.0,赵勇,115.0,2.0999985,0.8636364,2779.42,724.66003,119.2080957,192.9440039,103678.9531,642.2999878,7.9299974,6.5857024,5.2624,4.7808704,0,6.5857024,7.9299974,4.7808704,0.0,0.0,0.0,0.0,0.0,0.0,1.0356058,44.0,0,0.0,0.0,0.0,1963.0,益阳市,junior college,,,0,1,0,4.0,1.0,副部,副部,副部,省常委（其他）,副省长（常委）,,
1302081,0.0,130000.0,2008,唐山市,10015,书记,4241.0,赵勇,113.1,1.5363617,1.0,3537.4702,729.41003,149.267002,257.0425977,136218.9219,836.1900024,8.171167,6.592236,5.549242,5.005737,0,6.5857024,7.9299974,4.7808704,0.0,0.0,0.0,0.0,0.0,0.0,1.0356058,45.0,0,0.0,0.0,0.0,1963.0,益阳市,junior college,,,0,0,0,4.0,2.0,,,,,,,
1302091,0.0,130000.0,2009,唐山市,10015,书记,4241.0,赵勇,111.3,0.6727295,0.95454544,3812.72,733.9,169.7160938,285.7675,217997.5938,792.75,8.2460985,6.598373,5.6551785,5.134127,0,6.5857024,7.9299974,4.7808704,0.0,0.0,0.0,0.0,0.0,0.0,1.0356058,46.0,0,0.0,0.0,0.0,1963.0,益阳市,junior college,,,0,0,0,4.0,3.0,,,,,,,
1302101,0.0,130000.0,2010,唐山市,10015,书记,4241.0,赵勇,113.1,0.09635925,0.59090906,4469.1597,735.0,195.8418945,332.4335156,266577.0938,874.0900269,8.404956,6.5998707,5.80644,5.2773075,1,6.5857024,7.9299974,4.7808704,0.0,0.0,0.0,0.0,0.0,0.0,1.0356058,47.0,0,0.0,0.0,0.0,1963.0,益阳市,junior college,,,0,0,0,4.0,4.0,,,,,,,
1302111,0.0,130000.0,2011,唐山市,10012,书记,3011.0,王雪峰,111.7,-0.20909119,0.36363637,5442.45,737.07,255.5624023,441.6812109,249190.9531,1081.22998,8.601985,6.602683,6.0905886,5.5434666,0,6.602683,8.601985,5.5434666,0.0,0.0,0.0,0.0,0.0,0.0,0.7016109,57.0,0,1.0,0.0,0.0,1954.0,邯郸市,college,Engineering,河北工业大学,0,0,0,,,,,,,,,
1302121,0.0,130000.0,2012,唐山市,10012,书记,3011.0,王雪峰,110.4,0.25454712,0.54545456,5861.64,741.77997,301.0935938,490.3141016,301716.8438,1213.839966,8.676185,6.6090527,6.1950464,5.7074213,1,6.602683,8.601985,5.5434666,0.0,0.0,0.0,0.0,1.0,0.0,0.7016109,58.0,0,1.0,0.0,0.0,1954.0,邯郸市,college,Engineering,河北工业大学,0,0,0,,,,,,,,,
1302131,0.0,130000.0,2013,唐山市,10009,书记,1086.0,姜德果,108.3,-0.1319046,0.45454547,6121.21,747.4,318.4151953,497.1792188,363360.75,1351.780029,8.719515,6.6166005,6.2089505,5.763356,0,6.6166005,8.719515,5.763356,0.0,0.0,0.0,0.0,0.0,0.0,-2.714333,56.0,0,0.0,0.0,0.0,1957.0,衡水市,,,,0,1,0,,,,,,,,,
1302141,0.0,130000.0,2014,唐山市,10009,书记,1086.0,姜德果,105.1,-1.7254562,0.18181819,6225.3003,753.16003,323.7498047,524.6569141,414624.0938,1406.869995,8.736377,6.6242776,6.2627444,5.779971,1,6.6166005,8.719515,5.763356,0.0,0.0,0.0,0.0,0.0,0.0,-2.714333,57.0,0,0.0,0.0,0.0,1957.0,衡水市,,,,0,1,0,,,,,,,,,
1302151,0.0,130000.0,2015,唐山市,10010,书记,2249.0,焦彦龙,105.6,-1.0909119,0.27272728,6103.0605,755.0,334.9796875,592.2619922,454390.0,1243.76001,8.716546,6.6267176,6.3839493,5.8140697,0,6.6267176,8.716546,5.8140697,0.0,0.0,0.0,0.0,0.0,0.0,-1.6069611,55.0,0,1.0,0.0,0.0,1960.0,石家庄市,college,Humanity,南开大学,0,0,0,,,,,,,,,
1302161,0.0,130000.0,2016,唐山市,10010,书记,2249.0,焦彦龙,106.8,-0.40000153,0.18181819,6306.2,759.6,355.1,631.7,503630.0,1480.0,8.749289,6.632792,6.448415,5.8723993,0,6.6267176,8.716546,5.8140697,0.0,0.0,0.0,0.0,0.0,0.0,-1.6069611,56.0,0,1.0,0.0,0.0,1960.0,石家庄市,college,Humanity,南开大学,0,0,0,,,,,,,,,
1302171,0.0,,2017,唐山市,10010,书记,2249.0,焦彦龙,,,,,,,,,,,,,,1,6.6267176,8.716546,5.8140697,0.0,0.0,0.0,0.0,0.0,1.0,-1.6069611,57.0,0,1.0,0.0,0.0,1960.0,石家庄市,college,Humanity,南开大学,0,0,0,,,,,,,,,
1303001,0.0,130000.0,2000,秦皇岛市,10021,书记,33021.0,王建忠,109.9,0.59091187,0.4090909,285.38998,266.28998,12.8361,18.3814,4558.759766,148.8800049,5.6538568,5.5845857,2.9113393,2.5522616,0,5.571888,5.519459,2.5741682,0.0,0.0,0.0,0.0,0.0,0.0,2.116241,56.0,0,1.0,0.0,0.0,1944.0,沧州市,college,Engineering,河北工业大学,0,0,0,,,,,,,,,
1303011,0.0,130000.0,2001,秦皇岛市,10021,书记,33021.0,王建忠,108.1,-1.1818161,0.18181819,307.31,268.2,14.8434,22.7097,6669.810059,88.05999756,5.727857,5.591733,3.1227922,2.6975553,0,5.571888,5.519459,2.5741682,0.0,0.0,0.0,0.0,0.0,0.0,2.116241,57.0,0,1.0,0.0,0.0,1944.0,沧州市,college,Engineering,河北工业大学,0,0,0,,,,,,,,,
1303021,0.0,130000.0,2002,秦皇岛市,10021,书记,33021.0,王建忠,110.8,0.41818237,0.8181818,335.66003,270.46002,14.5698,25.6738,9693.1,102.1,5.8160987,5.6001244,3.245471,2.6789508,1,5.571888,5.519459,2.5741682,0.0,0.0,0.0,0.0,1.0,0.0,2.116241,58.0,0,1.0,0.0,0.0,1944.0,沧州市,college,Engineering,河北工业大学,0,0,0,,,,,,,,,
1303031,0.0,130000.0,2003,秦皇岛市,10018,书记,1826.0,宋长瑞,112.1,-0.1454544,0.45454547,387.03,273.28998,16.10609985,30.40850098,11517.49023,154.4299927,5.9585023,5.610533,3.4147222,2.7791982,0,5.610533,5.9585023,2.7791982,0.0,0.0,0.0,0.0,0.0,0.0,-0.87946904,52.0,0,0.0,0.0,0.0,1951.0,张家口市,-high school,,,0,1,0,,,,,,,,,
1303041,0.0,130000.0,2004,秦皇岛市,10018,书记,1826.0,宋长瑞,112.8,-1.3309097,0.18181819,453.44,275.82,19.03219971,34.28409912,14183.51953,201.6399994,6.116863,5.6197486,3.5346816,2.9461322,0,5.610533,5.9585023,2.7791982,0.0,0.0,0.0,0.0,0.0,0.0,-0.87946904,53.0,0,0.0,0.0,0.0,1951.0,张家口市,-high school,,,0,1,0,,,,,,,,,
1303051,0.0,130000.0,2005,秦皇岛市,10018,书记,1826.0,宋长瑞,112.1,-2.2181854,0.09090909,453.18,278.63998,25.7879,44.0826,16493.22,236.79,6.1162896,5.6299205,3.786065,3.2499053,0,5.610533,5.9585023,2.7791982,0.0,0.0,0.0,0.0,0.0,0.0,-0.87946904,54.0,0,0.0,0.0,0.0,1951.0,张家口市,-high school,,,0,1,0,,,,,,,,,
1303061,0.0,130000.0,2006,秦皇岛市,10018,书记,1826.0,宋长瑞,112.6,-0.90908813,0.27272728,534.36,280.53998,32.52590088,55.41720215,21185.28906,266.3399963,6.2810698,5.6367164,4.01489,3.4820368,1,5.610533,5.9585023,2.7791982,0.0,0.0,0.0,0.0,0.0,0.0,-0.87946904,55.0,0,0.0,0.0,0.0,1951.0,张家口市,-high school,,,0,1,0,,,,,,,,,
1303071,0.0,130000.0,2007,秦皇岛市,10022,书记,1402.0,王三堂,113.4,0.5,0.54545456,647.71,283.31,41.64689941,72.34439941,25239.59961,340.1099854,6.473443,5.6465416,4.281438,3.7292268,0,5.6465416,6.473443,3.7292268,0.0,0.0,0.0,0.0,0.0,0.0,-1.305215,53.0,0,0.0,0.0,0.0,1954.0,石家庄市,-high school,,,0,1,0,6.0,1.0,正厅,正厅,正厅,市长,无,邯郸市,秦皇岛市
1303081,0.0,130000.0,2008,秦皇岛市,10022,书记,1402.0,王三堂,112.0,0.43636322,0.6818182,760.63,285.85,48.68,94.18709961,30357.55078,401.2999878,6.634147,5.655467,4.5452833,3.8852682,0,5.6465416,6.473443,3.7292268,0.0,0.0,0.0,0.0,0.0,0.0,-1.305215,54.0,0,0.0,0.0,0.0,1954.0,石家庄市,-high school,,,0,0,0,6.0,2.0,,,,,,,
1303091,0.0,130000.0,2009,秦皇岛市,10022,书记,1402.0,王三堂,109.5,-1.1272736,0.09090909,804.54004,287.24,56.33319824,103.7191992,42104.05078,457.1300049,6.690271,5.660318,4.6416874,4.031284,0,5.6465416,6.473443,3.7292268,0.0,0.0,0.0,0.0,0.0,0.0,-1.305215,55.0,0,0.0,0.0,0.0,1954.0,石家庄市,-high school,,,0,0,0,6.0,3.0,,,,,,,
1303101,0.0,130000.0,2010,秦皇岛市,10022,书记,1402.0,王三堂,112.3,-0.70363617,0.36363637,930.5,288.3,72.02,135.7442969,50574.42969,497.0599976,6.835722,5.6640015,4.910773,4.2769437,0,5.6465416,6.473443,3.7292268,0.0,0.0,0.0,0.0,0.0,0.0,-1.305215,56.0,0,0.0,0.0,0.0,1954.0,石家庄市,-high school,,,0,0,0,6.0,4.0,,,,,,,
1303111,0.0,130000.0,2011,秦皇岛市,10022,书记,1402.0,王三堂,112.0,0.090911865,0.54545456,1070.0801,289.8,86.64389648,168.6185938,59803.08984,599.0,6.9754887,5.669191,5.1276393,4.461807,0,5.6465416,6.473443,3.7292268,0.0,0.0,0.0,0.0,0.0,0.0,-1.305215,57.0,0,0.0,0.0,0.0,1954.0,石家庄市,-high school,,,0,0,0,6.0,5.0,,,,,,,
1303121,0.0,130000.0,2012,秦皇岛市,10022,书记,1402.0,王三堂,109.1,-1.0454559,0.09090909,1139.37,291.2,108.6621973,199.9739063,72373.52344,627.9500122,7.038231,5.6740103,5.298187,4.688244,1,5.6465416,6.473443,3.7292268,0.0,0.0,0.0,0.0,1.0,0.0,-1.305215,58.0,0,0.0,0.0,0.0,1954.0,石家庄市,-high school,,,0,0,0,6.0,6.0,,,,,,,
1303131,1.0,130000.0,2013,秦皇岛市,10019,书记,1520.0,田向利,107.0,-1.4319077,0.09090909,1168.75,292.7,109.5028027,200.3166016,78633.96875,738.25,7.06369,5.679148,5.299899,4.69595,0,5.679148,7.06369,4.69595,0.0,0.0,0.0,0.0,0.0,0.0,-1.9653608,50.0,0,0.0,0.0,0.0,1963.0,邢台市,junior college,,,0,1,0,,,,,,,,,
1303141,1.0,130000.0,2014,秦皇岛市,10019,书记,1520.0,田向利,105.0,-1.8254547,0.09090909,1200.02,295.1,113.6583984,211.9626953,79165.32813,812.1099854,7.0900936,5.6873145,5.3564105,4.733197,0,5.679148,7.06369,4.69595,0.0,0.0,0.0,0.0,0.0,0.0,-1.9653608,51.0,0,0.0,0.0,0.0,1963.0,邢台市,junior college,,,0,1,0,,,,,,,,,
1303151,1.0,130000.0,2015,秦皇岛市,10019,书记,1520.0,田向利,105.5,-1.1909103,0.09090909,1250.44,295.63998,114.362002,228.2968945,89244.64063,861.2199707,7.131251,5.689142,5.430647,4.739369,1,5.679148,7.06369,4.69595,0.0,0.0,1.0,1.0,0.0,0.0,-1.9653608,52.0,0,0.0,0.0,0.0,1963.0,邢台市,junior college,,,0,1,0,,,,,,,,,
1303161,0.0,130000.0,2016,秦皇岛市,10017,书记,1286.0,孟祥伟,107.0,-0.20000458,0.5,1339.5399,299.37296,116.0128,245.6375,87465.9,904.0,7.2000813,5.70169,5.5038567,4.7537007,0,5.70169,7.2000813,4.7537007,0.0,0.0,0.0,0.0,0.0,0.0,-2.7444158,50.0,0,1.0,0.0,0.0,1966.0,石家庄市,college,Humanity,兰州大学,0,0,0,,,,,,,,,
1303171,0.0,,2017,秦皇岛市,10017,书记,1286.0,孟祥伟,,,,,,,,,,,,,,1,5.70169,7.2000813,4.7537007,0.0,0.0,0.0,0.0,0.0,1.0,-2.7444158,51.0,0,1.0,0.0,0.0,1966.0,石家庄市,college,Humanity,兰州大学,0,0,0,,,,,,,,,
1304001,0.0,130000.0,2000,邯郸市,10024,书记,4946.0,董强,110.2,0.8909073,0.54545456,542.35,838.48,21.2682,28.8234,21010.59961,202.4799957,6.2959113,6.7315907,3.3611875,3.057213,0,6.703188,6.1722016,2.9019709,0.0,0.0,0.0,0.0,0.0,0.0,-1.4401504,54.0,0,0.0,0.0,0.0,1946.0,沧州市,junior college,,,0,0,0,,,,,,,,,
1304011,0.0,130000.0,2001,邯郸市,10024,书记,4946.0,董强,109.0,-0.28181458,0.36363637,591.68,844.32996,23.4825,35.9633,12934.66016,121.8799973,6.382966,6.7385435,3.582499,3.1562555,0,6.703188,6.1722016,2.9019709,0.0,0.0,0.0,0.0,0.0,0.0,-1.4401504,55.0,0,0.0,0.0,0.0,1946.0,沧州市,junior college,,,0,0,0,,,,,,,,,
1304021,0.0,130000.0,2002,邯郸市,10024,书记,4946.0,董强,110.0,-0.38182068,0.3181818,653.17004,849.93,24.2799,43.3135,13436.66016,63.28,6.4818373,6.745154,3.7684643,3.1896489,1,6.703188,6.1722016,2.9019709,0.0,0.0,0.0,0.0,1.0,0.0,-1.4401504,56.0,0,0.0,0.0,0.0,1946.0,沧州市,junior college,,,0,0,0,,,,,,,,,
1304031,0.0,130000.0,2003,邯郸市,10030,书记,4029.0,张力,112.1,-0.1454544,0.45454547,762.55994,857.09,26.83590088,48.31799805,25688.99023,85.27999878,6.636681,6.753543,3.877804,3.2897406,1,6.753543,6.636681,3.2897406,1.0,1.0,1.0,2.0,0.0,0.0,-2.8139682,48.0,0,0.0,0.0,0.0,1955.0,邢台市,-high school,,,0,1,0,,,,,,,,,
1304041,0.0,130000.0,2004,邯郸市,10028,书记,2031.0,聂辰席,114.5,0.36908722,0.6363636,936.49,863.35,34.05100098,63.67,34637.46875,134.5099945,6.842139,6.76082,4.1537137,3.5278594,0,6.76082,6.842139,3.5278594,0.0,0.0,0.0,0.0,0.0,0.0,-1.5982097,47.0,0,1.0,0.0,0.0,1957.0,石家庄市,college,Engineering,复旦大学,0,0,0,,,,,,,,,
1304051,0.0,130000.0,2005,邯郸市,10028,书记,2031.0,聂辰席,116.3,1.9818192,0.8181818,1098.51,871.43,43.2148,83.8438,49096.94922,152.44,7.00171,6.7701354,4.4289556,3.7661831,0,6.76082,6.842139,3.5278594,0.0,0.0,0.0,0.0,0.0,0.0,-1.5982097,48.0,0,1.0,0.0,0.0,1957.0,石家庄市,college,Engineering,复旦大学,0,0,0,,,,,,,,,
1304061,0.0,130000.0,2006,邯郸市,10028,书记,2031.0,聂辰席,114.9,1.3909149,0.72727275,1354.7999,884.12,52.81390137,109.5591992,59952.23047,173.5399933,7.211409,6.7845926,4.696465,3.9667745,1,6.76082,6.842139,3.5278594,1.0,1.0,1.0,2.0,0.0,0.0,-1.5982097,49.0,0,1.0,0.0,0.0,1957.0,石家庄市,college,Engineering,复旦大学,0,0,0,,,,,,,,,
1304071,0.0,130000.0,2007,邯郸市,10029,书记,3329.0,孙瑞彬,114.7,1.7999954,0.72727275,1608.13,896.36,69.45879883,130.3087988,80592.54688,166.1699982,7.3828273,6.798342,4.869907,4.2407336,1,6.798342,7.3828273,4.2407336,1.0,1.0,1.0,2.0,0.0,0.0,-0.70832145,48.0,0,0.0,0.0,0.0,1959.0,秦皇岛市,junior college,,,0,1,0,1.0,1.0,正厅,正厅,副部,市长,副省长（非常委）,沧州市,
1304081,0.0,130000.0,2008,邯郸市,10023,书记,4211.0,崔江水,111.1,-0.4636383,0.36363637,1906.36,928.07996,77.45859863,154.9911035,104897.1719,253.6699982,7.552951,6.833118,5.043368,4.3497434,0,6.833118,7.552951,4.3497434,0.0,0.0,0.0,0.0,0.0,0.0,-4.212946,55.0,0,1.0,0.0,0.0,1953.0,石家庄市,college,Engineering,,0,0,0,,,,,,,,,
1304091,0.0,130000.0,2009,邯郸市,10023,书记,4211.0,崔江水,111.2,0.5727234,0.8181818,2015.28,942.77,87.17599609,197.722207,146690.125,332.3599854,7.6085134,6.8488226,5.286863,4.467929,0,6.833118,7.552951,4.3497434,0.0,0.0,0.0,0.0,0.0,0.0,-4.212946,56.0,0,1.0,0.0,0.0,1953.0,石家庄市,college,Engineering,,0,0,0,,,,,,,,,
1304101,0.0,130000.0,2010,邯郸市,10023,书记,4211.0,崔江水,113.1,0.09635925,0.59090906,2361.56,963.5,115.8975,263.8551953,183513.4844,491.9100037,7.767078,6.8705726,5.5754004,4.752706,1,6.833118,7.552951,4.3497434,0.0,0.0,0.0,0.0,1.0,0.0,-4.212946,57.0,0,1.0,0.0,0.0,1953.0,石家庄市,college,Engineering,,0,0,0,,,,,,,,,
